AADT_wi,originalFeatureId,shstReferenceId
490,105,745e0fc14c9f65537511f3e50319cd90
0,106,d994a1f71095eb90ad492c98ad6ed483
8400,107,54af5fc37e8b1ee2a6a6ab776a720e70
2100,108,cdc4e3a8f7879691b934937f53698ca3
1500,109,2dce1c560b29e11280c976df89b46f52
460,110,5a7d91fa57193eea3ddeaaa91b5a5020
330,111,eb4ff4b1b5c21e13f1e121f32f8aceed
900,112,f8a99f10741778ca800bd9e02ab6f07b
150,113,65c386df33b9d9be8fa62239f2a1b0c4
310,114,26ae5feefd93ff97707f9522d124410e
990,115,82b2b4a8e36ba9e467f7b3b1ea9e0c26
480,116,9bab5c00d509fd8d0f7739fd0f4af6e8
480,117,8a0302007c167157a362011bb807157b
840,118,c890d133424b358ab5464d86af4679f9
1400,119,195b0eaa806ee9f2bb7d245cc037bab6
2200,120,61b69ef9f1111dc451734ca08353e333
4600,121,9de4599328f020e608ccbcc6bc3b1bf4
850,122,2cf4324a1519a99d8282517a0499216f
11700,123,40447bd8132c535ffe29f443ec27a03b
1800,124,b453da26c19eae6138196cf3b8023b9a
11300,125,b63d1f71115ed463fd05e1ce878a578e
6300,126,871d114dae3b1e0d661afee5989640ff
810,127,e8609271a44799b732e1d7e9dd85234a
1900,128,e388370c68749fd13d42a34cb4e972af
3200,129,74950646f5376cbd0e72b51dd8a31af9
1800,130,f862e5e914e3d6547cb40b60d934e3f7
170,131,d29d733f1bd117e93732c15bd13e0d16
960,132,b8773e0c1c837493f857a6cf70fd0a14
3500,133,623eba892c90000ce8385038a6b2df52
890,134,5ef3318dcbe511b279fcc986e0d1e2d3
710,135,ec7457fe066b331e0a7f25fdc09027f1
290,136,4e269ba50636429e811890a362c691b6
12900,137,15f681d89a755536cecaf200581bfad9
300,138,10e273f269b8cfe1f70013e7a0cac9ee
2400,139,9cf6ce5d02cd7aee2ed6bd8b0461289e
850,140,709539f151251dd522ec1a22fa5cf726
4300,141,6a3faa2d374ccea2cc21de54a4878d6f
210,142,0c2766c3ea43b85739614eb42f41f2a3
6600,143,88731e533264a0a80df5abd69c814a7f
5000,144,b39fb3151b6b1e191ca35074a09c4fd2
2800,145,b7ec0b0a58ff1c8372d55efbed05e4c6
5500,146,efcd7a878a276471b87bf933558b6ab2
1100,147,5c478fcd4e84b462a6fb1ffa12d36fc8
1800,148,d1313e4e50fd2074f1e9649efb0ef201
270,149,78e5fe7c9f62aab9d875d090d3c6af90
300,150,432f4119cdf6f0a6fa7223a16119b362
340,151,5785969998209b7f85309f4f15742c70
12800,152,fde5ea38d3935d177f062e11d68a63df
13200,153,487cd076a5cff8f4a4f160bee9a31178
14200,154,91b070a2601285e9225fdca373cd7338
1700,155,5a027c9f401742237d230479579c26f0
4300,156,9e8a663638192a4e43f4968f2cbac645
34300,157,c57fafdfc1941998cbd84014c39ebfcb
2700,158,f635ba9654fc3df761bd1d208264d2e6
2200,159,fa4960199a31477b910f936a2cacbc9d
2800,160,ab7e571aa6d94d5698ce98ebe5f41e1c
4200,161,5fc5e8c64242d5df6b716df9468689dc
9200,162,7462b56b164f662527811e8da3d6524b
5800,163,6946306a7bbf87216840c04db3afdc6d
150,164,091be149f1c4981c4c7b086ec7be88f4
2100,165,53cbe65ec8d47b34ae7a774ac824cf86
20500,166,87b1d800673ed648d15f292c0866af7f
9600,167,91d59e1244905fd1758ecf0a8484308a
120,168,8588fbdbb7f2b4279d9feed2c410e2bf
680,169,417f1060dda55f06b83f3ed1a06def46
4300,170,d5760638f59daa6bae4df06b927ab19b
1200,171,ad80f38b8fbae5d3d6fadc51d49f17f1
1100,172,4d178f90bbe44f549421bdaf5a5bf769
7300,173,9b9b55811a514f3b263c9fff2675964b
650,174,9731fb849f292cd058dfab9cfa8e387f
440,175,f88536198c6b2d27cfb3b2fe42717475
5100,176,594391187833c3a3ce6eaf4fb87f0a8d
870,177,6492e506994caef6577845f7e5278288
6300,178,7c520ad2f9ec505d54807537ad7f17bd
870,179,82fc9f0aa857ea51fa1dd0255c6d8300
270,180,7f429e56da7210b3d1dde42c38e3a82c
4100,181,366c6379b74feab0f258dec23392911f
3700,182,44c6f623c2efa06089ee675cfc4b0b56
4700,183,6f2dc061958a1cd0f5af3d37ed780f30
14100,184,4a3fa3d07f8bf7a84c73ddcb8781cf7f
620,185,3b540861b233e0c19c16cd694abf141e
680,186,45c77206a772fa5101e69b88f476f624
1100,187,c85bd4b59f3841a7e5932c1f8b823ed0
5900,188,0f3aee6d45d4724755db267b3500867a
2300,189,bdd32b3525b9738bbecb461ac50a7f1c
3800,190,88442f71c3c95f4397e41953d5b64fe1
3200,191,68922f066a36938dbfff462ecc059bf8
500,192,89f8d4f5314a74b40ca27914be9e05a6
300,193,30091c4bd644ceb91f9525ead9dff8ec
1700,194,8bde80777318bc1a9a4cd8977d09627e
210,195,e5ad02ea3ea4465c16e95f2a839cd041
2900,196,cf7ce60c4fbf7799a39d05ecebcfe12d
2500,197,ef6bf1d36cbfc8221f960529eb51441e
340,198,5dea6ef597ed700ebfee172ae2f8099c
690,199,227d6827b033ad44f390126a652417f9
170,200,8ff7821ab801feafa52331a921763b4f
840,201,1fb204e2c9d64e6b0a2d4399221705ad
330,202,d9c70909f540553cd5ee976abee861f6
6500,203,b4a68af496a9d938d4e51b24ab82fecc
32600,204,fbf84ae19ea8bf2d9e9cb63860b00c20
890,205,4bb1e42abacdccf801a7a95e49e562b5
4100,206,d259a8c02764c57654001192c15f9a1e
1500,207,f01e0ec61cd2d6951833a3372c670d94
4300,208,f9b4706c6f6c09bdd7e682c4a4fce7b5
3000,209,75865123d90c6e12d12482a3880abf86
450,210,0c9a5758a246b542a421653a1a0d489e
1900,211,695e2095ed4ee7ffa255a50dbaeb335c
1100,212,3451475462786cc5b847f92d44f2536a
1800,213,18a910204c94bf71db17edbb3ecffe57
10100,214,8cf8139ea8e31c7c907de632dd7a9253
13000,215,864048bacb1f06b64f63406c9ac35242
9000,216,3747a96b93c481ec74c7627ce080b9d2
5000,217,7dc9302a3a868ead71f0f5570af84336
490,218,f68937437488379b094d86694d872b19
1700,219,b0ce6dec9fe13a620921c52fafd09bce
6200,220,5d08fdfe3f3926a60d2c25140e4d70b0
2400,221,2e4e5b56a41610451b50ac89a03b857e
180,222,08112b0d58d168dc21cd835d6214eda6
3500,223,f41e0031d7346496c4d6d5bc874dfb7a
310,224,7186d2c267da21c3220e957d4df776ba
1600,225,cbbddb906f22af25b4df7ec424753a53
140,226,fb5f38187a7ed95fa4b5ef35e04c6fa3
1200,227,4d6efa87b50e4572e9014899281470f6
420,228,dde4cd1d2aff00b0150321479652e1e9
1100,229,08ee6c1346e78c1d863a6c9b16dfb677
80,230,32982a249aaba5bafb2b84022b634a47
600,231,94a558817deb78f42ec7aff8ee1f7d7e
320,232,2a9e69948fb85340d19de1ec53aecf8f
580,233,62f249263ad38fa028cc258c5b728ed3
2600,234,04f1873455b53d52e6c1dc869d19f2f9
5200,235,27d55f80cdf349f194a5db3a14a01e07
1900,236,6012a7c60cc58929cda43a17dee99567
17100,237,fdb6d26345c2dbede04bb40aae4e2df1
3700,238,b6e1fe9da7c5342b7adfebf1b5baf3a9
1000,239,651237a95bd2f4abe314b8023b768813
6000,240,e77a01682db921475bb2e43019ec57c0
7500,241,cd60a3f0473a4e16a62ce97410ae6e10
2200,242,c34a79a9e132c6892d8bf2c0d1e64bc5
390,243,60b154dd5df4fb48c4c1f4ebb64ca1c1
7700,244,bb1621c3e03fc71612e5d261c72bc001
4000,245,e8f7a9335f88442af27e5cbfcead0dfc
5600,246,bf9e993c47a3a4c04eeb55f041af8596
2000,247,fc7d931e333e2d8da11f957f8a4839e8
1700,248,31e33365003fd5128b7502dafb8432f2
1400,249,4532a313b2cdecf7a311aee6d1bd4c33
1100,250,0e9d073d94c8b0494d9d3586bdd2b906
5000,251,b6ac3ba390f297085b3e83e3a1ad6140
510,252,465c49672f77a02437b4f25cefbb6c8b
2700,253,20ec16e4a478599490d16f6c5e8196ee
1300,254,896dd9049ed9395a8ed59a228bdf603f
120,255,7d8b2bf44ffee82f4feab0ec18fcf9a3
3200,256,cfb77e674888644364513e1102175815
3600,257,b05bfd57dfe73e6a20dd6d14954fb15a
2300,258,f7db731f39f5c78e34eb566b56e5b711
1400,259,4f2f71f0b27ba939dc3f11f065e85a3f
3900,260,2cc426d6e63cb60b25bccb8abb450f11
980,261,15c5fcc1873cd1cdc7ea12ea8e71f612
280,262,21480a7387db51a91d5848d0d2ccef6a
950,263,33826abd5002660932bdfe0ce02a826f
4000,264,9f7d8493156a7ecb7dcb67da67841f4a
630,265,9c4747696b6b141d4f7bfee64a70382d
3600,266,e027c495b581de4737ffc09936756fd3
5700,267,7a3ad79ff7a227cf2a4f756238fe0052
4900,268,a492fbb8df95d73fa0bd8f0a063e2d50
2300,269,709c92b3a3d34118ec92a0e3767ce966
1300,270,b7903ba645e42255203c4ea3be658838
960,271,0c5c38f8bd27d998ba023dda28b305bd
1400,272,b4226ed83f1ed42192d53bfb9b38e877
2500,273,1137ad4f5a26981bfa9bcf3a9c849fe0
9300,274,6a707f1c18480eb5fe709896f85bf45e
680,275,f822b7ad9358dc25766761dbc6bedd4d
2100,276,55d4a0cb9c87e010e19da8906b7f67e1
930,277,433ad175c087efa954adba5f7f0a4e18
5800,278,1af337f96217abdad307e5b2ea55b90f
4400,279,ac396ac1ea95a37ec7b06e3def5c628e
2500,280,515fc37990a9ed8459e1c1199a40f33d
260,281,7346d52e5545340be775efa9d897133f
990,282,d1cef2f1e85ad89a96fc1d83bc901203
5100,283,6ffdd49342ae628fe5b682f2c8d97a76
210,284,ec9add4b2e5bd4888940da9747a1fac5
620,285,eb3cc786e9881f8497994106bbbaba96
560,286,adff77490a0127eb42aca3c11680317e
4200,287,67220456b4a4c48c75de0c50e0764c07
3700,288,bd23c7193a38d6bd89e5a0bc098595cb
2000,289,15c0d72ad74dcc01d9cd0c923da8e8b2
5500,290,4ae644f8b9fc95a811687429257c260e
540,291,852f3678712e63c3cdbc5b94aba6856e
110,292,cdda367650858dff15e85c5c2b68c2eb
110,293,11c91042fd863a5796fe5143918a52fa
5100,294,e503a9931a5072b383084861340a962e
4400,295,3b848aa6a104432cbf207f91d4ddc747
2500,296,9e49c5ff70406cbc25205baaa6b2c97b
3700,297,ccdad047ea9fa834571aca5ad394298f
870,298,33b017957441c0ac250bd37c897ac58f
4100,299,70111d78ec62700f427f2f2e00a8f84a
5700,300,10afc6570a16ff46c0b28ea06ecc90af
260,301,83c67ce11c643833b03be0a88236910f
4200,303,f0d2f2a63e0fe23e3b85336019c27032
8200,304,00352666f9cb6db969f451c5cedd9018
9300,305,6547458fb753a8b358c69523dbbc73d9
2100,306,ead22a36c772ec52fe0c563893624710
2900,307,81fe8eddde613da6ad1cbaafd6a51ffe
2200,308,0c6d7999123212a6489dc6188700cce1
470,309,1a10f0f9495d211b2e36fe265d9d47eb
760,310,0aca5bbc580ac3262e5177b369d20e7d
4600,311,195b556adacce386482c90fdd101a408
9300,312,465f213ce2402c00d939026312871355
460,313,a26417b2ebadd6144b9fbc5d820e24be
700,314,21b448758e6274ea3ec73808ac7f888a
1900,315,9ac1a53f140bb36d481c377d1f3fc82e
2900,316,3e2a2eedd276a45ac3c26610377504e8
710,317,e5298595dc4dcb8af7ebf89d12b7f206
39100,318,7039f63a6651d046a5ea470c54f6fb2d
15000,319,6616994ab2048833b1c3255ea02e17c2
110,320,3834d25857c51b7627e88ef3009f0ea9
460,321,b417fe4623d495bf24ecd77aab7c2424
1100,322,76fd6c87351742248ce3e1ed3dbc4576
270,323,6313582c33ec18b26e51125d1c994e29
930,324,e11e50c6a7cbb078a6a8ef42e5d83f44
1100,325,b22df537a0e8dc70739f1df1aa7f37bd
3200,326,b1e3bbe6bae421f0435f1393bc9cbf3e
9600,327,5a5b0d842822ec4ab460c4b553d91709
3300,328,e32e281c0f6127f4ebbde2c9d9ff795c
16100,329,402169910031b169bf75d210d2ff1dd7
310,330,38b18f04d062e6de5ddea1b759d664d8
300,331,b1dd35f693a4012f22917ec15357af99
390,332,28c33c1298c46aaf2bcf0533eee0d0b5
2700,333,75f95e580a3dc69ebeaefdd366195854
420,334,b3e87ff6c8c2acdcedbbc195d1e3d794
300,335,72634303133490ba6d904357eaa289ac
1600,336,73624617aef57aca5d6fba32d0306e26
1400,337,ad303f9eea3388577766df06d3594e58
350,338,977fdcd1fd16772c9c9a27356771aa47
440,339,a91012e3c89d7b71588ef3fe32f02331
820,340,34a01c6809ae3c409f4ea89036cb4e13
1200,341,b5d2e737fc0133a54d0ed8630f5db7ac
1000,342,07fdabe3adce630bb74bdd0c6ddba6e2
1400,343,2a00f8aac2130b7536c10986e70b1594
10000,344,dd5c0fafc1622c538a891006d64443aa
2900,345,f047b6dfa8d3c4d83b06c2ebb63bd205
4000,346,660831a056b61ece69fa1c7390504eb0
9800,347,a6ce200450fa2ba1c1b2237cf569e77f
680,348,af1f44e9c2fa3350355868e2ca727eaa
9900,349,76b6af07460340409a620fa68217c4a2
3200,350,e08a83c010ce7de0c854df51e72ba783
3000,351,933b87515720fac09ea2e90ebb0b9879
6300,352,6f77bcb65f4d15abbf8457ac4cc310fc
480,353,33ec82e5b8408e1d42207f99b077c18c
3400,354,04d5db6901ad18e19ad053e117eb632a
4700,355,3fe43db1c2e6c137596aa68aac0ab4fe
13000,356,3306f38878cc8a164891a538e15f20e4
1000,357,58fcbfa2794f2f5f0447e7d9e234fe31
3000,358,ebacadcb90241bd7cafd219c3dcce75f
0,359,4f7495bb7beddac934d86439a08e7dd2
4000,360,bc7e9578f05e17ebca20bd91ca1afb5e
1600,361,2603d413ac1aa8d57bc55e5c4bd2fb2a
4800,362,ba2f1a01fb84dba0d2f9b6903ba80966
12900,363,d3963cc5701781fa8db22421f88bdfac
9300,364,c4a4a430307d29ad86f3b59d9b645a08
3500,365,aaae6f4cf85c2258287f2a936f7ce7bc
7300,366,508c98da0f30c516f48e6824fd5cf3b6
2400,367,59451e08fe7c020f2a3f5b0cf55b9cea
90,368,08b648447ad2f3f2493cb77c93cd4bfd
350,369,e73d8f5fd2628a8f2dc300e52e8e9968
100,370,24ec54685afb5e370889e443a4bd4ec6
0,371,042b5c5ddc20b0b3af2ed447d54c00e9
240,372,7fbd8e21ff43b2782706199cdbac2167
2800,373,b7a064cd608363496f59ec043b0c1032
6500,374,27430c9aa26788b909af4e08fe4956d4
8700,375,0644e9e3cf769d75b71f17c64e0bcfb6
9800,376,8e75f1c4c12ad57b3320db35b7ea8bb3
1000,377,ca6acb5f801fd3632057584f26d6bd20
3900,378,1795738494675d7205450b94f8351450
2500,379,5f713efb9f1225396cd1cff48415c69e
5400,380,8124e0b514de4664621b53d968bd55b0
6900,381,18fbee3d41066aa4d813d1967e1fbd83
1200,382,158ee10947857b3afeea53056adf0a15
380,383,eda451bbd2a1881932f31071e3afbc4f
990,384,61d842793419c15ec75cd5c50a0f1539
550,385,e69284f53b8dbc60ac0be7558cd68cd5
2700,386,24a4326a221d69425eb0696f4946bfad
1600,387,73fda9e0fbc9a72c599c8a3d75431acb
140,388,34d91b7962e0832e0186ea49ee55c421
200,389,c02f9de3786509e4a03b7cad51a7149e
4700,390,9400e16368025ef81dc4d71735614afa
15400,391,573edbee962972c499ad8411eb26f1b1
4900,392,494659d111d6ef44595cdf1d1b615b01
7300,393,cf385cb7b34336529412fa6a6afe9a55
1300,394,1d397db75d2343dd6590d0dd5a287638
4100,395,ae2026a48422ad6d98afbc82941e4162
2600,396,9c6b293808cf1c4941f18b099f250f99
610,397,a7796535d32f8c5588f86db3c14e7ec5
3900,398,07ae23671af6635673c925f15c9d9fe0
2100,399,7d23f8a3e1a2661c3b9a318ea3abbe7f
2900,400,fb958f13f9ae9a5301a384523e247a3f
13900,401,bbd71b87bc3d245958ed9e996548ce38
2700,402,1240cb6683445e65a5a4832e032d17ae
370,403,1876f84a96ebdf27d4205ef86ba3843e
940,404,d24b163276135b8005a32efa805ba007
91200,405,809a2ae2d7583dd4c5cb91d95377a35e
1600,406,65b632e5f829e97a9ee36771472b3a54
180,407,5f22860755c37aca2e12b15affe597da
4300,408,e5fb206b8fae1b653c4a5663b46486a3
1900,409,7200bc091a1715dfeed38ba863b13f81
350,410,4384523f7b4b1d286e6edc13fd46409c
2600,411,4091bcafd2fcb3e269a7a95acea89924
400,412,c359ce71fc6db7a85cea2f36113daaeb
2200,413,7e5c2e389f20849d3428222cd171923e
2500,414,f3e878c3f082a58b88516ba950383e63
3300,415,d43429ce78783e491acca264586622c7
3200,416,c536eeaecd17a8965343223d38df823d
3500,417,bad443f76938f296ddaaa298065d2929
780,418,6dc217a24a990a46a4dc51aba4081382
2000,419,6e64a3a90e65bc6346b1d699a63ec31f
1800,420,76417135e04adeb111b23f9ab7c943b6
1700,421,be4b4bbee38dc24cd0c7bea043ee814e
350,422,5693a92d23914daa73fe13fbf826d8dd
510,423,d84b13df263205140110d92e016bab61
2000,424,668d9ca85058049538eeceb8313d330d
5000,425,c4168f6e2cabb4772e193a7b630faa82
14800,426,b9fa3d6a8530d937ac552c7fba4d4e36
2500,427,851908a671c714062c033cad1d0ffeda
1600,428,f87e5055423884722a996a4bced4d69b
2300,429,b2ba09ebb79fb8699eb50921dd01c74a
1700,430,434c673535218762df6c51813ed9b922
0,431,5994206668b343d3aca016058e30f85f
8700,432,13577ef419da42e3a60448efc84f8b64
4600,433,88acc00e04ed40ec9428531d7996251d
1100,434,d12e732a4f252498358a358564e036e8
1800,435,b813ffc9cc5efecc26e507af8ff3286b
12700,436,7295999a7c6df41a886ccea283d02fd6
5300,437,b72220b812489fbdbcf20c570b32feb9
1100,438,e7db2879dc6f24fd4eb904f1b366537a
1200,439,e47fcfbc594d7b9745e5d04d68a072f4
4800,440,fda605764cd4aa9e776fba48be7b2280
550,441,b09c41570b360a839bb2a5e653ba4633
390,442,407ede4302ecf88109027e57f5d832d6
190,443,bf23c2db66453dde14f4ae70ef2f7318
900,444,e0a8d9f5363c59e9cffa6eaf651adfce
2700,445,4fa9d9d8a9499711b41e6d602e227e0f
790,446,678e8352768836d78cb41ac361a8d0c4
6800,447,3c3bcf3930127caec1fa4031fa5757ec
21100,448,afa90bad71b4249cf82e5f828a60a6a5
10200,449,8d85a18833ed0f06a365072d7ac74e86
3000,450,d1becdc891943a76bf7820548ef57f4b
1400,451,ca3ecadfdaad081412fa7b3c89b4c2de
8400,452,a2fd19155299161c050696d10b82ab85
2600,453,8f29b15695c7f022f402d79629ee0a2a
3900,454,4acfd0709e8b9481ab30546b30d2f02f
1500,455,5faff4d1cfe85ba2c609b3c95d55ddad
5200,456,cfa8112c8c311c40c25cbb0e3b58252c
2500,457,3d1b3a12a9c26e47441c72e9b5e48a79
8100,458,2a071c1aa0128bceeedd3f9784cc6bba
980,459,34c64706654f04330f1a44445990d55f
3700,460,59c961fb3d3f1ef24479390992281a35
920,461,1aac0ae38cbecf8943402482a4dc890b
2100,462,c9c7a827075da01a512790a5a00eda58
1200,463,9318e744152aeb7ce206be872cde2854
510,464,87594b1c7282792307172d1785c8fc86
1600,465,2c7a356ec972efe77098e55281db2660
3600,466,da43ff7e0e795082e8c93fcd39df1f04
15600,467,1088fa614671d205bad8f423273e6c67
2600,468,e9f358e5a1d1f66d1caeb25e922e4557
3000,469,58c818d6a829a8251e99498d84e61f3d
350,470,ef4872b4c8009fa647640befdfe08977
1700,471,3cc43f52adc7cf88af421e60ae2ba304
960,472,dd447cfaf7d6fdefa3e36ddc6c096ae8
820,473,d7b6d5e2bed954beaa905e0bacc16928
6700,474,219efbca2148ce2c1d6a33a92dfcec1d
160,475,40f369c0a7b28f14047bd43e457ec5cb
6100,476,cba67849e6a0894179bae74ebed6f573
10000,477,2740fde426e2f2d5d190ae4e3ebc5969
1700,478,bac422701d47f46dd8230f2f6ec80fb9
5700,479,e964b9832c2d73da30e7375a26969828
1600,480,1a4a93264e3995eec250752e53f64430
290,481,13efe18b45d5601b1cdd7c6b0c9ff500
24900,482,18f77eee28e6b6c0698b3ff72acda66d
2100,483,aae3b94fae22b54e175b0decb5a313f9
2600,484,aae3b94fae22b54e175b0decb5a313f9
4100,485,9897e0007203a833c198266a0efee285
0,486,0223b9f3bb9048a88ba8c58e4b89377e
4900,487,a70fed623eedaaa41612fea18176cec4
2500,488,6595f3f54be5746376c9ac916b11acf0
2300,489,cdc05fd5f8be73be4205743d43115a83
4900,490,4465e0d539e8e81e8b1bea79f6d1ae17
0,491,311fe6d8b7eac9ba65b0a644a29b5ffd
4800,492,5128dca238a90334f35e13d0948466cb
5000,493,c12f2a182ef6f15c2185c5233fbe65b7
1600,494,9a2848e0b17a75b38705d0f754b6f3de
2900,495,ff4b1116d133a71437ba3482d3840fd5
4600,496,73a9eed53be026b113606ee6ffdfd61c
4600,497,5c1af12aef74ea3ac4e7c858266f9568
5600,498,34df4b2728813ab3848609f50d836fa3
750,499,402ce4ab445e16509633f68e807ee99a
2100,500,b6d1d02d73a393bb28f1f40d58680bdf
280,501,c674c427c9901792c4e747df107f7e81
3600,502,c7867b8a61358ae16bf19314a2ad094f
440,503,5e6254792b932b0850fa02552373a8b5
9400,504,885e2ed326b2e8508c1212882a12dec3
2200,505,562e233ff2efbdb186f227115200ebba
8000,506,4386bad2f44e9427c3fb8b43e1ec8694
8800,507,27705368cdd7b4ed0a9881126cc7320c
5300,508,0c0543c26703dbfd12612f7faf037bac
4400,509,b4da0058d4e7ded52f31cc0b6b51d3e9
3800,510,c712723831bcff937215b6eb79fe2edf
1100,511,a192c5fa5f75bfdd0a505150483dd65f
1300,512,4cae30e698b2ef369bdfe4b9676a77cc
1400,513,e5b5f150f232c6630327e6c3361ca6e7
6000,514,6109036eca68483f15cccd8c43637a3b
990,515,fdfa8cbf14681bc19912babd36210430
4900,516,1a77854b19642f506043bcb1a283ba20
2300,517,2f9f103be9c04210ab7cfa47014acf51
610,518,dab7057fafcb625365b3b624c9076a92
650,519,5f01a471ef15686f7dd7924349eaf955
4400,520,5d20f89f59ffb55f9e048c828c2ac2bf
3200,521,bffc8767c129937163288787d56a45d1
13600,522,50c3120e2056f39aca9c4049bbdfa16e
