AADT_wi,originalFeatureId,shstReferenceId
160,523,b11fd93460db4cee63ec8abdd5a181d5
1100,524,1a369cf9ecf8da1f050126256475f6f5
14100,525,bc212ca00f7237ccd0c061ab41b67cde
140,526,0876065d01fba52634dd35861fc2110d
7800,527,8a6931408d3d3bcaa3353154425722eb
2400,528,6f2f688d2ff9d7f51023b9387145a5e7
2800,529,5b3afc95f1aaf768cabbad0e5164d00b
1100,530,6cc2ff2246a8e897e4e57a0470cd5198
1500,531,17ce21d1b6681a6c0079d375b510cb9c
170,532,609236464ae98f3338e9cda7148073a8
10600,533,1f0d39bdcbb892422db9e3e11cd2e233
8500,534,b0489cd63069207327f91f25cb3e734c
14800,535,5af51ec532f08c40d061ea2e4d4bb4fa
4100,536,5fbe10545f8fbad8ecfc67735db0fd39
7400,537,ce21e4155ba5082f714cf88b6b88a61b
800,538,1132abe07b9aa925916cbcde2453bf37
730,539,da84d81f90bc455e933310c8da785a7b
1800,540,4ec2370b1a64ba0a1f5c264293980888
1600,541,3f15243143f7ccaf7068b8fd082fbbdf
6900,542,1cfcfc594d49162051b004cb38b7a7be
580,543,c02633ea3cf5c90bdbb07e3e380669d2
3400,544,603fba32936b2b1ccfb2878e76fbc7c7
10100,545,2562f7059debf9de1d599a0f95792d94
1900,546,63e2f9abdf873005c021929c6ccfda4f
2500,547,5eac252e28abd0615d625bda052ea4e4
15200,548,1b5b612fbe94638f0014aa33fe729bfa
660,549,cfe17190aef563262d510219e7f71aef
2500,550,56684d71324b83f3ea2115def264911c
13100,551,d73edd741784546eca9c845dd6587362
1700,552,ecd364bf53c9d5ab9a51f5e084732e6b
2800,553,7af4ceba1728fc45313db69ae81b456c
810,554,44b2406dc1fb75188eceb705f8c96134
60300,555,b91458bb0f46ea86c042f46f3345c613
1200,556,02a7e06225adebdcb9d69edcef7ec224
33500,557,1077be48274374380a0b801a1f5c1799
1200,558,81017f6a085427bc0f4a0ee6891e8943
2200,559,bd2e4333bec53a9f072639e2f36d870e
7600,560,a944280e94d8905cad14b2c64cca8ed1
6200,561,9dd9a3613d95ebb70efa69e3d5a4bf92
4500,562,e246e97299a26ef758ee0c88cba0936f
4100,563,2f9d87d8e3ca471cc7ab72e334d0e801
570,564,b7534a980dd3c6129ef64a451216764e
8300,565,c5201dede9b54a8056675258f8a13b18
4200,566,14e20224dd44dad641301b0bb690adb6
210,567,e92b7a4e527b96a25df3bbeec4e1ca84
1000,568,de0ec4adc78fdd56c790a9b8a8d8c3d8
2800,569,e571cac762fce2cc3f7a4cabb63336d9
2800,570,3ff37d7c4f0c4e2dbc51a6aff22876c7
11700,571,d30aec329c3172ea5a16dca8ca495192
1400,572,b8d2e861ab7a14d814aaa6d770aaa54e
4300,573,26adb75e95d37fc07a0d734663e51c93
1600,574,6e456c335253c700557a592209a147fe
4500,575,57a44a5d5f8773332a13fbe7c8c115ec
1700,576,5cdb6e2a0fb034e89d605e13562fd003
930,577,1d632b99e98b087dabaf6fcfd2d8dc03
530,578,3b0e271cdfa97836270428ad7362d8b4
320,579,a3fa958b772a877c70e2e562bbf7acce
180,580,737450c8b63b54401d43428afb1590a1
2300,581,004e608b3a76f78c2da7df03d7ecc738
900,582,81f06f0258cba3bf7e03496d7320d6bd
230,583,bfeab4a37db9e28c53d52f8b650e3749
680,584,a05c9c6b808afce81a60c4bc27e2c6d2
650,585,94b4ffe03ad42d9f1204fe8290334e67
1600,586,0546cc7f5b19a164c3291ad8aae8ed0a
3000,587,1bd5bc10f9d189c73b11b42037a73682
1700,589,f6e3f8c7855fac8442157f42cee628b8
3100,590,55a0d75a5ba55546127774b3f1ca340d
2600,591,5f695d2cee85e189280c5aba6c4f063e
200,592,bde0cadaa7b324304c3aa89288093aed
1300,593,c48a022c1031887b3481f4c72f9818b4
920,594,a5a954c7058c066998d89cbb36a4a1d3
490,595,05af6b35ea113dffd4eed0b18c1fa144
900,596,da166c49fb0960a497bd94d8a7382869
4400,597,bcfd428ad0ca7764bc7e63a1ff9c0ff8
930,598,39f33d82c7316d5f9600a2608cff902c
930,599,0028f4bb49b2f389ef9aa4395e218e24
3700,600,9c0c292277c4583ce49dde2634a07626
15700,601,0b40fc7046954c69a3b8e45f597d40c8
2100,602,a417e49967143198db541290039fc084
730,603,7b3e75c68f36b36e07606f7e0f853233
720,604,59000228d1faf924390eee9a62539afd
10700,605,00b97d08a24b18691050c0dccaa1c3c6
1500,606,5c27cb4ed0e9b1bfdb3533cdcf01ab5c
3200,607,150d96ebfce2995233e08e31dc0e7680
1400,608,ff63c6bfd5b0bf42c306443836780812
10100,609,e0313765da7c0ba4f36315110f5ab4d9
3300,610,9f2b012fdd347001497c12d94dc1c733
470,611,6c944b744974fae19adef5aa2b8e721f
1400,612,b79e24330b163529abccf4bd3f57d9f6
2100,613,eed5ae2c427e9d8d85b6eb4f1ba17f16
14300,614,e063a0699d2365e3fcb03e6912228a8e
16600,615,9bce77bcfdc1a539584e0fdc6d728f20
2300,616,3f5ffb5f35cb9223c3ba6a695e88c4da
10700,617,b61f7cf08d5b38c0d0866d72e0930386
4800,618,ccd9282f380ac43e8a0801a858a61051
70,619,cbb6b823a9d687a610d91d323d97530c
190,620,8ae07220f1f815bebc095d3a03c233f8
450,621,0c2298dadcb57425ed5e23c3a62e4979
280,622,b4369a54d11096e1d6c460f6e04b93b3
11000,623,bd7d7702522fd7d70a201ea78acce555
5600,624,8c9a623ec1ed7e7171a4c067358135a3
1700,625,c1ec4b342993f5ac8944a40333b01a0f
630,626,985792f4c4290665a35e51cf4bb1c3a4
710,627,7d2b1e2d7c199d1d189bdf82833050c3
1300,628,439c14507c2cfd3efbd0b8acd8e8529e
1600,629,db576dbc11491d019158bc18b3222f80
940,630,177401aae156347f7d2f5f292f55de1d
710,631,fba6763f3e8c7408e8abbec9d632b1dc
2200,632,f3656e43e07267c1efbdadfff245e825
5800,633,4d26b24b2bf914cc84022a6a9e284d7a
610,634,86ed6f608e1fe7292f8f93330e69a63c
10500,635,a335559ba2bf27617be09e70d666c691
530,636,b9f93f6e6079bd6eabab25af9fcd3536
500,637,790dd310a2c4b533a8d62521ebebf305
250,638,d03a46ad0c0f0b6f8d9232f60c2f4df5
260,639,b5aed39356dded7d5d5d22d69354f451
1400,640,4f0bcd0178509e8c663876abb2ee316e
8100,641,475aa70ffa96e4a50b934817de8e8dc9
11600,642,989f5b3e12422348a7c51f670aa5f659
8300,643,02448f3987aa970ebec7b0c5993ec9e3
43900,644,576549e0e5a189c887b395c0bdc4c572
160,645,0189b9df822025d0a34711e61ad635bc
2800,646,261ac729a67e47f917e0730e6e31b393
1900,647,6e8032815e7b7134c26932a594d13eab
1900,648,feb7ed4549ef3e2bf44767b63a710408
400,649,ff9aa8822d56009aa8879ce19c9f6c16
4100,650,21899fa2dd3406e6d11ba9b874d76e2a
2400,651,1d1e5952a0182bf40b2db959c4add539
1700,652,9238fdb14ae100e2c2279e890d5808e9
1500,653,4a1c37ad7fea38f3a5e88e570e063e8f
5200,654,6f8cf1aaae5a8b91bf78b725017bff44
670,655,8fb1fe5fcd30944089a46eaa6b8a418b
2200,656,8f642b11c519dd09dcca436a67d2b7ed
910,657,6e7f73f6adfc00b401e8e7c0e64d290f
1500,658,72567fbc04dce74a47f0c489a0c6bef4
1400,659,f1bbe9897ddf41f5bcbfc2a47596c84b
6800,660,592c54efb4ddc819052338e5c7b14c22
5500,661,f044102e384192b9afbe2b559ca856c6
5100,662,f78248501a2f8e78a5e64339cf6cda7c
1500,663,c45cb8134cff7e9ed7bf6a46d5fa6ff3
7500,664,b7fa51b33590746a4bc282927de7e653
8000,665,e344b935696f035f17e703fed224a924
3500,666,6b78a82b0d9b89d656ef5ac32930a8ab
2500,667,886d37d4c184b5e4ab01b39e0a20a25d
1500,668,067d5e1beef9c75f827709b4fb024234
1800,669,b8e9594a080e978c9c1b3ee2b28db422
2000,670,a97888147b404125db66a1685a9bc930
2100,671,1e89d540c8349e2932b3798842a54e00
600,672,e1c649a024423d01eb7924201a73c7c3
3100,673,c13d0905187aedc4cf3be0d241b06ce1
490,674,c05bd9ec111a5978a708112d424e0fb9
390,675,80f8a3462aa2cc5c5eb49eb5851c6e24
2900,676,82c6002688ff78e4b7808ebf6f2f475c
4600,677,e5fa943ae609800848a2db454b1c94da
1400,678,a092e5b389a09f6d47a1a122b91455d8
2100,679,d9390054964ae375ee8067de85414205
1900,680,bfbb7196f35dd260a0d9cad94abf4133
2700,681,5041d83f3c2112467ab1cbc649e54698
2700,682,1eab08325ae46f862338d51a9dca0ff3
1600,683,f0685a2572d08237ab800c94cf820ffc
1900,684,85666bc384070dadbd15bfc659397f4d
380,685,182b7f6e3af25e9d63ba766f0f5e6f9d
600,686,c1bf1511dadf52344d64540e4a5557f7
720,687,4caf15be0b4922573d6e5e353588722f
440,688,d0db2f2f3b643a99f16ddcf53e314599
2500,689,60ee13f3f57943398137ed417283cb81
2300,690,2c14a72f00399edf7731e470a8295fa2
1500,691,dd106fce004becf4fdb24bf03b6aaad6
5500,692,e9b606378bcdfdae6ccef008fcba12ca
1100,693,ef09447adfa245bd436539a46fa4d405
4700,694,90ab0dbc61a8c995fb8a30a6d4e8d42d
15700,695,28732818248cb837c650bf461592137c
5900,696,284b6a83c8c1eedc293d7bbcf1e2e3e8
10100,697,c060db22221fbffa44141522da7af783
3900,698,f2563265970c427dfd0c6b33c4445bfc
15300,699,8bb6d70f62454a8757e3d973e7dafce7
4200,700,c00ba6d11fd218e24a13fdf21b299088
4900,701,aa33571cb587761310587b54d2a4ad81
13700,702,a747f63eff544d50cb5de2a6f61ad818
1100,703,6779bc94fecbb05947b835ea7d47de30
830,704,46fcf8cd0c7087f5222920533f780c43
2600,705,5428bc0bec5d56dab1d8e4103bf9a260
2800,706,e1e74a4f95439c13d68cf039f58792ab
790,707,78abea1c2f6486ac5d9843a3d7519f31
1800,708,d6d03c92d2b1e2041e13f039769774ca
5300,709,214f02fb3b1b26fe6941bc9075c0c09a
1600,710,8071ea7e8259c1ba4204cde9fa91d504
210,711,5bc3dbacf9245d56eb5bb1cd158e279b
710,712,2f2a9511454b87effe9ddf6b8d24a23a
4400,713,87955e650a751082e4173e1e02723199
440,714,24b935cf3e4ac51a9fbc7f5e4f56fe92
470,715,db3f25b057395755b94314b88c186daf
500,716,465e931dbe3af8568a6ac3d748dfdb3a
1700,717,8f132de4abdaf83e1e78817870650e89
430,718,50d7b85bb9d0e00e9f63919b7ebb4c05
5700,719,84b65410b1f5dd24a95ceefb6b68bbce
4300,720,c17848dcc33011072fdb10f7f7d684c2
2700,721,76830fe50f5204271c1c3b5896623f16
5200,722,a61e8d5eb9e3c9b3f62c000cd00f6083
3200,723,009a5a40f9a9a1c6e5583f5bb4d29c20
2200,724,4c9f11f7f7849cfea98d254e73c72db2
3400,725,89af44540f65c7b3e4d8e51968a57615
14200,726,7391eae635d72e8e0fc5edf05921828c
10900,727,fb4f2abb25d99c6b00ce6ad6c93ff0e8
12700,728,95d461b292a0e33667b9f4c413bae1ef
1400,729,e97c5f9571b804a5184c5a4d2107e086
710,730,ad78e7bdac0a34cf0a6772f86a13817f
5300,731,7f2beec4654cebf96a3c412396bc9671
5300,732,8e2cfc87e92d1be8390dcc8d5679b4fb
1300,733,1c2863f070424037550b5c547c385d3d
170,734,4e2f7773b1f4c59b796259d5430c537e
1500,735,84f48b7a3f3c2068261599a9211b6edf
5600,736,707aa72c97b38ea0a9ab21355739298e
4000,737,b1c2c94e2db8401e0d22013a713dd79c
2000,738,a3054b0dbd1fb8d06f0f5c44f0930974
310,739,6ce1b562c42f944c5f290d23933594b4
2400,740,766c3c10c06c1e6bb84b520ad8ff7b4d
180,741,ccabfb49b36f4234cd8954eb6f867ea6
1800,742,d4bd396f0659ac11db1bfaf921b84e8e
6700,743,4c18f1786851094c3ad832c332905fc8
1500,744,109a4c4cafc84f66728c10a73340468a
1700,745,ccac25c6f279c9f500f7cff22c04fefe
670,746,d5d32e017c06e41447b360ff08ebfc0a
610,747,db4b34de0a4cc0abb0886de99ad3f74f
3200,748,f2879a0faa05f121e53111438e63817e
9300,749,4e22ce27b7bcb14bb0c97f2b2f491f5d
14900,750,5bae08985299e78d95913671976004dd
10400,751,2b11a0a4087ffc8e6a034f953a2dc753
17300,752,7925a8f06169f74ea645366cb92bab23
2500,753,13ddb4d8270d6268227e414a233246a9
240,754,af4122d4faafb3ae0fc7b866c1a93551
190,755,ccfae70b608b015e143472c4c13cee8b
130,756,33fc276d93b9be5e082a9628610f0b24
2800,757,82c08f3558c121580fe8c7b654bd23f3
4000,759,8c44e64faff7b5dd53e482098b6c2096
12700,760,8b86dd92b80bd241f0fa2b95bc8c6fc9
11000,761,824fd2bc2f1113e8bc2e93aaaa76d207
2900,762,27121a6e161f2581fa7cbb0367610dfc
6100,763,865f73e3e633309ab4491b18768f3fbb
820,764,0b4c994a4ce8b54deabd1390f03940f5
1300,765,471dcf71dc785a4ca124984af33029e8
13300,766,2d67dc711b7910cfe508e9218f07fb07
560,767,0e511041c8867307c925b9aafce1c32a
740,768,f59b9bb2b598aac531aabfc33fb2b67e
2900,769,a332e81bd8f937c355f2592257606113
3900,770,22b5e77a905195a8586eaacc77d9cd78
5400,771,cdac0fcf2a4aa1e2ca8d9d8fc2d158b6
1400,772,afc2fa5ab37703097f8be5aa874cf350
780,773,e077c9d627ae077a1271c223ceb947d5
170,774,f27a902a2d7138b4ab1b911ef2bb4b5b
2500,775,1c3315f74badaa5f129017b204627349
4200,776,c2092d431316783491f9fb1c83c62f7a
3100,777,422e4ec2392f7a84834d5a4d87b6132c
1600,778,78238f2cf109e26df66686de28017022
12900,779,c8cfc14db64f36618a707a3491f4078b
5500,780,782dcf80d69ce4a3a459d6119b33ccf7
200,781,ccfae70b608b015e143472c4c13cee8b
1000,782,ae6c75e3487c50c32d7ba46df85e3af7
9000,783,6fbe89106cd9e32d1a8407a294651893
510,784,cf4ddbd2a685fb3847ef9f6d73bbff50
480,785,1f7982bf7eb04c71478bb7699ef0a4fe
2300,786,d6db76aefd9100b9ad45a13905396129
470,787,8f6f0fcc15746b977d0ce6598e6dbad0
3600,788,4ce3d5f84a6edd4e3870b6b5e85ed604
3400,789,14dbc83563bcb8dc28a4fbab93feddd2
2100,790,dad932d57a208cd8bf62c56f36d082c7
4300,791,98a6148a5f551aa8dc3ac67908e9fba1
400,792,059c6f8454be6784cfd9a7dfc9719da1
320,793,62641922553ca91fcc130a4e69f4fe05
1600,794,9c75c63580b9cebd062525470f94b662
2100,795,4f9913e6f1e936749b61f402fadfa90c
480,796,3e8d70aea187a97f5b661f3a2b75ba68
9600,797,741fd13086255493c639605900df65e5
1500,798,a16236fde708995a0db59e4edece6c08
420,799,e2e614336793e055daf8b10aa8da7ba8
3400,800,901aa101d86122bf2db02d06f202760e
4900,801,7354901e917d4f4365abfaff63df804f
610,802,3a31448d99cb559c39cc84669410527b
470,803,9103ffd0e7d888b20b6207670cdc52db
3700,804,70e896b5436de1617a75b090c9dbf5c5
4600,805,db963553e7f2ed71010ee1c8aeb00144
1600,806,509a8e019bc897645b36bd026d05b4d8
8200,807,448860072f3b2f30576ed6578e8c3846
1200,808,1e169473c61f03e7bb7f248a542a3694
2600,809,5a00ea8ff6b417a11a10892a3271879f
240,810,53217031676e86c38e5446eeb6aadd44
2100,811,6438eb01ef1a3b5bc4278f6e91370239
1500,812,dd3c86e57d9ad8a0b50c9d1cb280b6a5
14200,813,67dfe320e6c83363dfd485be1cfda65f
6400,814,28a4f7245159fb82527e0231bb2af2fa
1000,815,5325dacd7eed715e180e6a9d9c48d415
11700,816,fbaea3199af1d6fbd9ade7e874e14061
3500,817,cb38287c441adbc0cc623451a50c2ec0
3300,818,4e490f15a649f90817923d791f45da19
4600,819,b557c20db3584c55f5969682856496a9
930,820,e507fc1f1f7df69cdeabab6293a43861
0,821,07a09889dc907030389b7b61ca8a3a2d
0,822,07a09889dc907030389b7b61ca8a3a2d
1000,823,7ea6c6a44a124ff3b5657d1a3d67eb05
150,824,5549d6f0b4b4fefd4131eb8def7e9540
220,825,1b87c9a9c95e812b15ca5c2655eccf8c
490,826,4822da05d493a4cf57e4de886809b994
1500,827,bc71e6bb8594ca5a866efa6842d5efb7
4200,828,0413395d73d3b95d9274bf494d07465f
4900,829,216c00b50b71062cc2c2708a04c623af
2400,830,e26ca75bf401e257f954e7612945a0ec
540,831,6fa7e1fcc9bdf88acfdcdba7b1dec7c0
7000,832,f07980ff74b8cde0e984fb7a98d8222c
1900,833,b7b6c934f2575610005ed43240d0f2c4
1500,834,325ea14ad2b1da05f9da5e7cab1c9452
3200,835,67df5bb4eb93131512d136c1e5392f39
1500,836,0bbfdcf999a62bae50ed5b783f23f48b
12100,837,300d4b0a652c6443ac1bac0b87626c23
320,838,82146184e1be607e16bb2464e5a9c9b5
3300,839,f3c27c9dde9544ed8a85a7998308b9c1
3400,840,e5d6af85e1bb8a6179453dd500d1d71d
1400,841,c6b57a8f8fb033b403820569232ab0f6
730,842,80980ec70c43758940cd1e96513cc437
5600,843,27501a365acad2b1ec79dbc1f23db462
1800,844,1ca4dc2c91ec444905e0f3006f8946d6
7300,845,ee3095c4fa1170032dffbbf9b79b05ea
13300,846,8cdc5252e1a750f934abd828f24040ee
680,847,35adac6c2bac80d9b839a42b5fdda8b5
4300,848,b3d95374f5e28f5aa422c2c3d905a1e0
510,849,48f7f62c9e19e5f29b53172ec52dad2c
1200,850,5fbb15ca5aa9faabedab73170a1dfe26
270,851,f99d89aaa1c362419dba3764b650bf44
1300,852,0d5e9393d4474aa160f18fee42f6293c
1200,853,767b7ba22ff8a9ee137f62094bc42cdb
14000,854,7605060e7a1320214b795fa1fcb99ff0
900,855,2634f94abfff9352d8adca5e5fd0dd3d
1400,856,9b570a80cffe71142c49ba04294bb888
1800,857,a5231fcb1ba0924e8e512eb6c339e020
5200,858,605c9d0f87186ea810cf1bff39e596f6
71200,859,18839774f541072b711fd12606c69417
8100,860,65e6d13f3f576ea5164343f933095d90
810,861,f789716c92a3fa23e6cac1c54e026254
7100,862,29588ee26d2b4ada99ed03271ac814d2
9500,863,64181a75e62e6c57c5825d9050dfd4d4
17700,864,3a15291e2e33d40f09c1289d49249478
150,865,091be149f1c4981c4c7b086ec7be88f4
2200,866,74c3ea252182438d06aa317d0ece4d1b
1600,867,80f00e27723eea4e73d0662082db44f1
1800,868,8e896244f3ddbd25d97226a607c29b6c
5600,869,b8f6d6f953290862f94102a856eed34c
1900,870,6a841fbd915948ac8cd9d3c212539379
2600,871,37e622a924b052d5995afc9f1d5fce23
2200,872,ccb7b4b9f1e6d7c9febc862865edc909
270,873,7c2812af40d0a31fb0d767e88bb39932
5000,874,986133f283e600466705a9517e66faac
520,875,df7679e31649338e40aa2ed22c82f9e7
1100,876,6c149f64f1e7171d52959f0c8ba205cd
390,877,ff3982792a4c353be4fc6c9038f38346
3000,878,8519ced6a9cc20d24bdb78a450b1de04
2800,879,5b3afc95f1aaf768cabbad0e5164d00b
200,880,8446b6d4e2f848b6bf2cebeb9b229075
12100,881,f89db8ec90da974690c579f530f63cb3
15400,882,3e8ad9a0c0df9137352326fe1a914825
590,883,40a561446fb7211413be0f6d8561ce78
1200,884,b13950421d00b37a2173d512184c6a2b
770,885,4d460861ba1f488787461c1418c16c4c
1200,886,fbe9e5216ea21f5ad5247918be966446
140,887,8338b1a3d3148b360838d285dbad1d37
11800,888,22d3b59d5b3eac26416db5c64763f696
37900,889,330720823fd92570e9ba1638fc3b00eb
510,890,6a2b36024c05c78cd5bbe951a1a1162c
7700,891,fe73edd7a5dcf13b99e2ce13f24747e5
190,892,bb28743f2f4e9f21825791afc77c08c4
820,893,108e611b58a48ca0b6a1b60d70e31731
1400,894,6fe7e34ee25b7fd68d4740962dea11bb
300,895,b57d6433013c97e6c30f38c5a39f8854
3700,896,ec4a2b316a611652bcf7bef1e93439a0
890,897,65f6fe26896923523595ea9be35ea011
5400,898,0d711c56e8ebd3691b8019e6a05ba10e
3100,899,075b67b78a34d44cb78cde82a9896e5c
5600,900,556286a9193579bd47f0810ce727e049
1600,901,a2888bcfa0b812e21855095dea17198a
480,902,4f4a378595da77191b291126ba2b3d24
1600,903,45f6a2a101d78f045cfe719314e4c61c
1900,904,2e5da3105b6731ea58520cdd1700a08a
9600,905,afb8e4af31d2a9150e4a21f257d4b443
280,906,ae07f20a1e5b1cfca3406a5c04aa8c11
39600,907,e8b0ec087b711a14c8c4372616a6f630
200,908,c4e5b3e64f95b18127972c0f002a5fbf
70,909,2ca38fa2daaebdbf1d8cf55a52fd1707
900,910,408cd498cff8e1747073cfdceb7496e1
180,911,013e48795490b36a3342c077313b8a3b
5200,912,b7c683c7b542b7461768e927d14e0aa1
4400,913,14b2d75275a848496a7d12e121d8d59e
12300,914,8d2b98fc5012f2bf8f2579dd5c3cf31f
3600,915,d305e362e1b6434077f5ab094646b226
1400,916,3d09d70cba3279645d1a5f727d9703fe
1700,917,2a277ebc4d4f3b88a82e5488432d8575
3100,918,e0a83e827802ae5c81200911dbb2e24f
5000,919,5175dbc266d92adb4daf2e3fd039a64d
2700,920,141291dcca44178ec49f4226bac141f5
4500,921,c1b77e3139b5a5ee7ce15eb32174e0e6
1000,922,c53eeaf1247c562b5a40ab1a42464c66
1100,923,d87a0db9c50b29926566b54d77078686
930,924,6f63ce9d8987c0345a035bc00d1b8aa8
1500,925,8098b6641801d2e71256596c853d2bbd
740,926,0df31249207583c1d32aeee9ec4431d3
19400,927,515313cfc7ed4813a2b01830ae16df52
4400,928,37579482aa28c1cc8a4ebdda50c5d973
1900,929,4cc2405357cdedd3ffae65fec469ab94
870,930,f12838d56374ca6633944e042bb18401
16800,931,6494067a81db27b5ae481dc0e9df3bfb
2200,932,7d6577ac759a25793169bdcec564e3d2
940,933,21dc5b1a5029646438fbc99451e56828
13900,934,ba1b524354559b4350e4959efe1c94aa
1500,935,a753edf270545d7e3ee3e25d8c959683
2300,936,3307c1785a478c69447e32f30c120276
1100,937,874d824c8d263ebd047a4140c15d341c
1400,938,4a5fbae70f448b30963af959c70a8f7a
10100,939,3a521066420f1b35be96f1b2913d08a9
8600,940,e2d6bb5c164b4309624c1d7496069d28
850,941,9c2d22d513c5a88e7035890b43d3c458
15600,942,64ad60deb8b80fb60a322a1dca1ad726
