shstReferenceId,PEMSID,ft,lanes
433e481bae2e15f58403a98e80f171f2,"[402703, 402706]",Freeway,2
43655ef563ceb468f556edf4c87d4cb5,"[401507, 401949]",Freeway,6
43c8b0271968a33fd2f95500d7ad931b,"[400150, 400303, 400785, 401373, 403121, 403135]",Freeway,4
4417645089296e3b9214587a434008ad,"[402940, 402939]",Freeway,0
44a774889d1eca7a2cc39d24782062a7,"[403218, 403219]",Freeway,5
44d3933c2a16eaf5c657e14eec009dae,[400389],Freeway,5
44df4cf2dcf91ffffdf118ad8e599d27,"[401826, 401828, 402203, 402503]",Freeway,4
450aba347b9751a99fe61e1a7e4af062,[402262],Freeway,3
4537a68aede7fb8edad6e3c5999ecc7a,"[400480, 403032]",Freeway,4
453df067c2d393b58b97f8df55088e6e,[401215],Freeway,4
4542ba0e88db17308f9893ff30b301e2,"[408138, 408139]",Freeway,4
455b2ed6c8c937ce285052f214391154,"[414093, 414102]",Freeway,4
4581c91b1cfa902d5060bec987b04807,"[407867, 404002]",Freeway,0
4599644bd2c401a23d121030fd31c24c,"[400349, 400283]",Freeway,4
45ddbc600a6ace4f16453b6860f3a252,"[400923, 401143, 403098]",Freeway,4
46044e9104ed6a58e6bb035ae60deb9b,"[406151, 406159, 402872]",Freeway,4
46099b7a63e7899922f72a8544426b97,[400330],Freeway,4
460f9cf9e451563686cae73b97daeba8,[401756],Freeway,2
4664a8df86638372f67f52838dd8b8bb,"[400186, 402977]",Freeway,4
4672a47d8d03d400e57cf507dba04e0d,"[400478, 403273]",Freeway,4
46c7afa6f70a8de8aab56bb9498af718,[402608],Freeway,3
46cd4fea23398235b251d4c83e139b66,"[410110, 410111]",Freeway,0
4712df136906fad88bbdc7d3f156cea7,[401787],Freeway,5
4746a657695276f54d1199e9e73a8331,"[400264, 402923]",Freeway,4
479635ba6fd5dd161a8dcc0ae8e68c03,[406767],Freeway,3
47e77a8b53f76fe7e22033628218b0ec,[404302],Freeway,4
47f0cf94ff462f60869c23a230bb3531,[400268],Freeway,3
47fe6cec14753937ffd77eb03f49b8dc,"[400741, 401114]",Freeway,4
48069216994f0ef0f6c5b888155bb7b3,[404722],Freeway,3
480ef685bd13aaa5c079434a7723d5c5,"[400360, 400955, 403020, 403021]",Freeway,4
48336daf4cb146ab09857067c79ff441,"[402400, 402435]",Freeway,7
484fcb5d18209dd76440a68cec8cfc8c,[409928],Freeway,2
4878bb16600c2640872138f8c6de3f03,[403024],Freeway,0
488e6ac8b31d77f39addc7cc59115539,"[400703, 410211]",Freeway,4
490affff13418987c7529f10ebb9e0a9,[402444],Freeway,5
497444262033963896b3261d9ffb9ceb,"[406658, 401211, 407290]",Freeway,6
4984b3afb4f8913ea3e7302c29e595d1,"[401720, 404727]",Freeway,5
4986522cac39ab4207ee5d4e2c4e2c1a,[400661],Freeway,4
498cca260dc0b574fe619890a7caa025,"[400852, 401097, 401999, 403107]",Freeway,4
49b122ec29e1ce70823b46351504b796,"[406603, 412042]",Freeway,0
49e6fda6c31543d07a6faa93a021fbc1,"[409881, 409882, 410103]",Freeway,3
4a0c344b9ce9011f75dc2844dffff085,[400515],Freeway,6
4a347f9a0d03c1e9ce1993b666b277ba,[405706],Freeway,5
4a5c5b58960183357a13230069d05ddc,[400601],Freeway,3
4a6140eace178c741f0f5ae3db505b0d,"[400760, 402885]",Freeway,4
4a6fe8103b863beaeaaea6d29abdd06f,[400734],Freeway,3
4a7cd997b20a59b539226a01f522d17b,"[400586, 402890, 402891]",Freeway,4
4ab6f41e59e183ba6ea8d43978352690,"[406684, 406685, 406686]",Freeway,3
4adb195680ebf70c19a79893753d00a4,[400111],Freeway,5
4bc5c34c8f6d6a180572cc1a8d55334c,"[400236, 408666]",Freeway,3
4bc79de1896e74458e092bfaafca48bf,"[403344, 403345, 403346, 404735]",Freeway,3
4bd1ec7ca19decb37a39fba90d7bd847,[404295],Freeway,4
4c26658336f3c8e42f3a86bb5723a0e9,[402593],Freeway,5
4c476428889aa6420244e9bbd900a2e1,"[400686, 402974, 402975]",Freeway,4
4c4d79272f78174bd4bcfc8bb934c27b,"[404294, 404665]",Freeway,4
4c83e19619cf78bece48e29d303adb1f,[403524],Freeway,2
4caa7368df91416316dcc0bf0921d5a9,[402582],Freeway,4
4cc9cc71e3cd8c37ee3c51c5d999afaa,"[402211, 402505]",Freeway,2
4ce1dc2087b78ef8de7c5b3adf4d19fb,[404607],Freeway,4
4cf2e817cdb5b13e94f6df231c179dfa,[403013],Freeway,0
4cf8e37dbb6d14c8bb182e3183178ef7,"[400490, 402965]",Freeway,4
4d12426b371a65a36d899d90d92ff12a,"[407189, 407190, 409078]",Freeway,4
4d68b628f396e16471aac738c87cf30c,"[410808, 410810, 411135]",Freeway,4
4dba5df613ec707ae6784e6abe0f804e,[400438],Freeway,4
4ddd52c9b51fa108d403a6dfbb5377cb,[408473],Freeway,4
4df4ca973eece79f41adb93b14c1475f,"[403395, 403396, 403397, 403398, 403399]",Freeway,5
4e0cea5e56612c6c4068234705a0007e,"[400886, 405869]",Freeway,5
4e3b30badf3f4ed93525d9256795a5ad,[404686],Freeway,3
4e87963a445392b237732d8863f6e059,[402245],Freeway,3
4ef5185e2793431fb6ca54e093f5d4e1,[400171],Freeway,4
4f6d977b711e3d0a53f015ab3b19aa30,"[400309, 402949]",Freeway,4
50016eb703b539720ca92ccb44145d4d,"[402789, 402802, 408756, 408755]",Freeway,4
5025920e2723e5772cab4a26fe48dbe7,[402417],Freeway,5
5076d31de81910774f182758c63f5f07,[404270],Freeway,4
50d7a240ee9c41eaa4c3ba42a4f9815d,[414252],Freeway,4
510bdf2ee07622bb7fb818c7a37de54b,[402942],Freeway,0
511741d3e210e6cb55ade915774a09e4,"[404674, 407150, 407151]",Freeway,4
5132af4cec827e1e335c151c32dba186,[404434],Freeway,3
51ae1e7a4393669a00b7c58d44e548a2,[402264],Freeway,3
51d5da6b2a71e43ca85e8687b8f087ec,[401958],Freeway,3
51d7b7a41090c2f0a806bab2ea659ec0,[404655],Freeway,4
523ea006f54d04189445f1f3fb51e041,"[400575, 401486]",Freeway,4
527acd1679f6bf5072acf497d8af859e,"[402285, 402286]",Freeway,4
5282b78ba8ab58f32dde41cd7e58b968,"[401239, 401901, 407258, 408467]",Freeway,4
52b2bfac7c4f55a3bc28633747e3ebde,"[402026, 402402, 402404]",Freeway,7
52c4effcb264994d92475031c36684cb,[404635],Freeway,4
52cdf5241cddd80098661c317187424e,[400713],Freeway,3
52fdf3ba22d15ee4be4b3bc4f1923cee,[401696],Freeway,2
52ff46a5c7e454a11852414d056e4dbf,"[401062, 401529, 401613]",Freeway,4
536c624da9a6c711a5a4054e2675f94a,[400525],Freeway,5
536cd9e6dc251a13372c7a7774abe26e,[404280],Freeway,3
5378674e6323205dad56195b9c34325f,"[404400, 404897, 404889, 404891, 404892, 404896, 404898, 404899, 404908, 404912, 404914, 404885, 404894, 404906, 404921]",Freeway,5
538cf04bc3a2133bf8216667aa59f330,[401610],Freeway,4
539b98da6bb988f32f32be6c59afce5d,"[401223, 405356, 405357]",Freeway,2
539f015384d35d68c34680602b2d0fdc,[402049],Freeway,2
53c367dfc97ef85c61d6e605bff683f3,"[400853, 402983, 402984]",Freeway,4
53d493060d1838defbed6aaa084a726b,[409892],Freeway,3
53e76bb76775f7c77e891924b20e3db0,[402568],Freeway,4
542d17fc1bf95bc2077b69718c8ef1ce,"[400083, 400224]",Freeway,4
5453715fe8419dda33359cfd9943d122,[404679],Freeway,4
545bc83b73ed0efe5a2d64282bd1140d,[404608],Freeway,4
5471f14ba73e1ba5ed31071b433972f6,"[403946, 404402, 404403]",Freeway,4
54804412c2f2ad9c728b7c503aeea61f,[404512],Freeway,4
54a219dc706cbad1f43ac346a25d732f,"[400497, 405529, 405841, 405864]",Freeway,4
54b8648981c429a30158e170c0a0f4ac,[412037],Freeway,0
54c9d1b3f1ca4fbfe1e7708ca562736a,"[403390, 403391, 403394, 403392, 403393]",Freeway,4
55149f0ca8dca8e49bd52fda0470e5c5,[404618],Freeway,4
55453628dbc061688ade44d3d0d7bd81,"[404678, 407180]",Freeway,4
554fe72f0f6433417a0c6f156d72b7f8,"[401441, 401468, 403070]",Freeway,4
555596b2888a4bbfd0775882519992d0,"[400733, 404559]",Freeway,4
55bdfbf9ca7368dcd2ab54037cfe825a,"[402449, 404293, 404296, 404297]",Freeway,4
55f79771137d1aa6cdd9e532c681eda9,"[409674, 409675]",Freeway,3
5640508626f5d04239def9d8f775c9c6,"[402392, 408098, 408099]",Freeway,4
56878d6d43f2b34f1777e062eba2d59b,[409663],Freeway,3
568799264c2c5e02b95de5b95deb98ea,[400128],Freeway,3
569cb61e157981b703b1473455911a87,[401151],Freeway,4
56c640aad8e2273e6b501839f8f66a43,[401304],Freeway,3
56d792165f159fce7503138808ebb569,"[402072, 403100]",Freeway,6
56ddac8781eaf6765aadc517010350af,"[400794, 402902, 404543]",Freeway,5
56de56c559a2fc0f223896a8e3ad4d8d,[400963],Freeway,3
56f6a35aa650d86ab639b714449bd690,[404596],Freeway,4
571df19162cce45b639bc19a1d8b9539,"[401411, 405863]",Freeway,4
57474a83dad6d0e6273bede797a1d19b,[404711],Freeway,4
5753305051b069ef255babea5393f89f,"[400457, 404462, 409137]",Freeway,2
579dea6f8d80d55188d59de9efd60fb6,"[401846, 406772]",Freeway,4
57baa2ee8a70e757b59e9f8819641042,[402901],Freeway,0
57c712037987d650c65d09662e8ba6ad,[404595],Freeway,4
5800912607566e9a68c3dacd84605077,[402255],Freeway,3
5818854133cfdff4c2cce1ea91dc10d2,"[409730, 409731]",Freeway,3
582e7f31ca19ec225a5b9fb59187513b,[402256],Freeway,3
58c1afe6ee14a20923b0607092d51352,[401318],Freeway,4
58dc027965de4799d89398602aa9d009,"[405399, 405404]",Freeway,3
58fd6e7db30cc4e0f7b6f7c9cfdc3222,[404513],Freeway,0
593a7f27e3277e6c96f9b6df729b340d,[405367],Freeway,4
5940632e043e7f2ebf11425883d973d9,"[401624, 402585]",Freeway,4
59a1a23de835df09e3b2d81be546329d,"[402398, 408264, 408265]",Freeway,4
59bf294bbf41b6cdf1e2d8c100b229c3,[402736],Freeway,2
5a250b86da239ebc52d683861d4f18b6,[412930],Freeway,7
5a28db82147913a1a4105e0355691277,"[407153, 407154, 407174, 409062]",Freeway,4
5a3e53be7a9eda8c763274907f0dbbe8,"[400115, 400297, 402533]",Freeway,3
5a4067ba490bd6798d54880aa5c95f72,[404699],Freeway,3
5a7b44fdf266b01e92b4a4b65e876261,[408100],Freeway,0
5b1dd8ff8c925c6ff71752b273a2e812,[402742],Freeway,2
5b473fd8d913efb3d99fae38398f892d,"[400545, 402913, 402914]",Freeway,4
5bcbb4a6b2d8ddf5801c4ed88e077613,"[400470, 400755, 401229, 407282, 407283]",Freeway,4
5be56570a0b91133eefba873686169ce,"[414253, 414254]",Freeway,3
5c14153a56ff50a26f481135b20a850e,[404324],Freeway,3
5c27c4127ed94b11abb0b0b62d94be79,"[400961, 403067, 403068]",Freeway,2
5c31a0c1729cd20dca4358440559f6b5,[400079],Freeway,4
5c616d3dc2cb03621c0c675b2cf1ddfd,"[401853, 404291, 406614]",Freeway,4
5c8d06f7da2f8c02ed1c37eafe7089b0,[404447],Freeway,3
5c99790ca70796529195d709be178291,[402712],Freeway,2
5cd74c20d60472d98f878634b1a05cf9,"[402666, 409715, 409716, 409717, 409718]",Freeway,3
5d86d06d9d2f3354473d2ccb2d43914f,"[400289, 400878]",Freeway,5
5da087a8220b394a08c15a51390fb22d,"[401639, 402943]",Freeway,4
5dbf1c1e97f285fcb2185f8d45224b13,[402030],Freeway,5
5dd2aed813158c62392be446bad86482,"[403254, 404710, 403710]",Freeway,5
5de18532cc0dc26ae4891f3a67e1f029,"[400308, 401017, 403129, 403122]",Freeway,4
5e4bad774615b7358423632fd25df8b0,"[403260, 403261, 405847, 405848, 405845, 405849]",Freeway,4
5e92201f1922b73df19fe625afc3b5ef,"[400428, 400630]",Freeway,5
5eaf1b5f2af318dba22becbafdb987c6,"[400716, 402964]",Freeway,4
5eed1ea8aa75181cd5900fefb1999eb6,[409948],Freeway,3
5ef2213b11c51213a274c7e63117a835,[402088],Freeway,3
5f1fc75b1b97af03030c1bc6209cf515,"[400158, 401014]",Freeway,3
5f5de0dbe84498471fe2a26c7bfdf145,[402576],Freeway,5
5f877ae593ea37389449dd71362fb078,"[400479, 408441]",Freeway,4
5f94699e69958e034bc9ecf683673ed0,[400598],Freeway,4
5fdbbed5a3290311bf59431e65b8e238,[402046],Freeway,2
603638b5db1387c8155a0faf2a89636f,[402844],Freeway,0
60397ca3c6f288b5f63d123652955add,"[401002, 401684, 403984, 403985]",Freeway,4
60440119af303df2e73d8c66946c555f,"[402093, 402095, 408172]",Freeway,2
606dc8f0db5db782bc61a70ca016472e,[400805],Freeway,2
60a134c6b2745cf7b55c9f4d64b4a51a,"[400468, 402955]",Freeway,4
60aa6788a6e195f5ee1d7df6ef23a404,"[401485, 404350]",Freeway,3
60aeb0ee12bbb0dcf5099af4a5bddfb3,[401998],Freeway,4
60fa59fc43dd0929626944e13d600b35,"[402409, 402419]",Freeway,4
613afe87ee6b14b7235fcecbd1c4ae2a,"[400361, 407284, 407306]",Freeway,4
6170d300822e8b6491aa349c0616080d,[400304],Freeway,4
61916457ff91401dd3a2b6e2405abdc4,[404717],Freeway,4
61c7d24a236574a8c7f1950a64bb1c1c,"[402007, 410688]",Freeway,6
61df28f624a19a98e7fe0cd00c9613b8,"[408101, 408102]",Freeway,4
6211f601c5ebe230b8f30024cc9cf32d,"[401677, 401678]",Freeway,1
62306d1576c45f72f36645973f1c69c9,"[401832, 401869, 412215, 412216, 412787, 412788]",Freeway,4
6275189430e057eafad9a3283a66cb16,[401957],Freeway,3
62deaaf8ad76febffe344bd685f9b18f,"[400353, 402897, 402898, 404517, 404521, 404536]",Freeway,4
62e4b20038793a4795f69af5547552e0,[410153],Freeway,3
634d62b619b639d7eb04375bf1bb2ce0,"[400712, 401104, 401112, 403108, 403157]",Freeway,4
6354c728722ad860f80180cbf6b365c3,"[401590, 401722, 401705]",Freeway,6
636874cec92deb99f92128010c387a59,[402443],Freeway,6
6375edeb56f621007519062cbdf3999f,[401816],Freeway,2
63c4de0dd1e481d7af209cccdd65d0b6,"[400406, 401390]",Freeway,3
63d36834b7e7cbb995877a32d6652218,[402587],Freeway,4
63daa1973bdf983c41580336eb9a8c87,[404639],Freeway,4
63dd75bf2e7f4df023878d128fc018f3,"[406788, 406789, 406793, 406794]",Freeway,2
63e755039c8e426e9fc5eafd16952913,"[400884, 402386, 405886, 405890, 400531, 407007, 407008]",Freeway,5
63fa3516a80ba069e5a789dadfa63946,[404437],Freeway,3
6402adbd43f72747f876875dd1201d70,[404542],Freeway,4
6415ced23506c26160e639e95e882b21,[413375],Freeway,4
64374071272d3bcd2e9bb9825ac1645f,"[400125, 400975, 413195, 413207, 413208, 413209, 413210, 413211, 413212]",Freeway,5
643ae3136f6a549d48078393b53280b1,[404614],Freeway,4
6452211d1cad7770c0b04b541c5cbff3,[400801],Freeway,4
645df28bdc6e1f4429378c86089365de,"[401693, 401700]",Freeway,2
6489493cdcf40270caf17ae495891545,[405030],Freeway,3
64edea989e4dd2128c2a319006dffa6b,[409893],Freeway,2
653d9eb97fe4fec97526627d5065ad84,"[401793, 403305, 403278, 408634]",Freeway,4
6576c76c3022e2213ed1d40d94fa55c0,[404662],Freeway,4
65845a251c58cf9afeed00bf398b590f,[404285],Freeway,4
658ab3d88893f65de4a51c03f62f9d6b,"[401219, 413692, 413693]",Freeway,4
658d901e3ce47417fd71383a43d3fe87,[405590],Freeway,0
65af4d7f984466b88ecdf15f08301963,"[402016, 410680, 410681, 411063]",Freeway,5
65b70510a428279412452a5e0d054f4f,[413373],Freeway,4
65b80cd40696351d7f94dc8d79e50905,[402104],Freeway,4
66739f2efb440c511b02151c164934e0,"[401538, 403187]",Freeway,5
667ab516457ca0f59809e6ba8c230a5c,"[401611, 408914, 408915, 408916, 408917]",Freeway,3
66bf7ce412cfe35b27eeab402b2bd322,"[403902, 403903]",Freeway,3
66cea3da3ddde5a0964bfd3fbc3d3d99,"[409878, 409879, 410112]",Freeway,3
673e3baf7d2c5d7fbc1f2d34edcae396,[401702],Freeway,2
6752707ac6552b4f1b78ce07fb147ddd,"[408781, 408782, 410750, 410751]",Freeway,4
6783f204dbf37aa29b6ab3a733d5a2ae,[401068],Freeway,5
678cc4467ce8fa6e1bbdd69feb1c6356,[401072],Freeway,4
689e3d6c829aa4a22155a0a9e7c68842,[401440],Freeway,3
690cae2522a32faacecae7ff536c1761,"[404369, 404377]",Freeway,2
6935b2eff26af1723066720b8d4800a3,[400337],Freeway,3
6946f3f8cf3251e5bac98df4d724b0fe,[402032],Freeway,5
696080d5872b78122c67ea05cc3b2449,"[401923, 413684, 413685, 413686]",Freeway,4
69bfde08799c53345579e98cbd5a4c40,[402366],Freeway,4
6a22ba892a1497371ec4495c0dfb2f1b,[404610],Freeway,4
6aa5fdae9e09f5f341a26f7ca77285aa,"[403358, 403359, 403360]",Freeway,3
6ab49bec6b2030ff0018cc935612a9a8,[401216],Freeway,4
6b1d2bb4da7426071aba44bdb3bc7d1d,[410755],Freeway,4
6b1d30c2be9f96814a9e7d2685972f68,"[400340, 405887, 405893, 405894]",Freeway,4
6b86fbf3ef71d49156fdade92506c23f,[401891],Freeway,5
6bf7d03afceb37ba01b7f859ff938ab4,[401531],Freeway,6
6c1d84d6396e54b6dee69dc657283878,[400659],Freeway,2
6c8468b33ee28c64b012d4d1099410e7,"[400401, 401124]",Freeway,4
6c9afb2ca10aeb4430b0f669634c9795,"[407342, 407343]",Freeway,3
6d7e0788ca4e4dca71fb7cd6ec546380,[402015],Freeway,4
6d8b2509ddc5a1a71b55ff5b569e136a,"[400043, 403131, 407436]",Freeway,4
6d95698079f468036242a9ae2f3f6296,"[401643, 403198, 403199, 403200]",Freeway,3
6da3710a5ac4b30b1b66a3c6363cfa12,"[400295, 403073, 405714, 407460, 408289]",Freeway,2
6dbb20dfdda7761f0d0bfe833a5686a9,[401111],Freeway,4
6dc8ba849db0978a4af1a7f1b87741a0,[404623],Freeway,4
6df8f225bb3727c917b3a0d905ffe4d2,"[405425, 413876, 413877]",Freeway,5
6e6ffb07cce3ceb9e67079ba89dcfc7f,"[400770, 401895, 406652, 407249, 407251]",Freeway,4
6efbc4296c278e94b543481fbbf1ac3f,[406712],Freeway,0
6f0d8681c92735ccedd534f25828b5c5,[404709],Freeway,2
6f267efdb97ea9e511652e2ffeb81eeb,"[400222, 400952]",Freeway,3
6f288ba5b92a4658f67f4a2e1bbe32a8,"[402086, 405742, 405743]",Freeway,3
6f385aad48606ab52e0842164b1e88ff,"[402801, 404758, 402829]",Freeway,5
6f64b7860f500dd7254e353235b4e8e4,[404654],Freeway,4
6f7c98ff3e7a1219234fa5d3d352799d,[402040],Freeway,2
6faa1dc6e477badde317095fbb343708,"[402060, 404429]",Freeway,3
6fcf199fa807989167f3910cfe0b2d6d,"[400287, 403078, 403080]",Freeway,2
700ef560513e3d4ffa2c3e337db74af6,"[403082, 403085]",Freeway,0
707f3d387348819cbeeba99373594555,"[401782, 405954]",Freeway,4
70a1c1f9bbdc1a6f3ce844134aba4087,"[400839, 402978, 402979]",Freeway,4
70a7be8ad9aff976ad23443085e6b9be,[400430],Freeway,5
70e0a84991167137d5c887ac6b5ae62c,"[400870, 404681]",Freeway,3
71172d0da84863bccebacc60fe9f98ed,[404680],Freeway,4
712f0b89c52f1e7f48ec48c7a6fe4c40,"[409877, 409880]",Freeway,3
7182be83f5dbc433a1dd9c84d5f24b61,[401906],Freeway,4
720df988997ba47ef80f1cb8a15d926e,[401487],Freeway,4
721baec4d6ff1de5f9f3ad56ead029d0,"[402029, 402218]",Freeway,4
721ea29a003812efa341a53be76f5374,"[403328, 406173]",Freeway,4
7244f5d1aa54d05ed2cd8876a58529ec,[401065],Freeway,5
726fda1b3c8af5aa1b74c11f3f2ef499,[402027],Freeway,4
7271b1e46724b7dfca3202a1d05ecdc2,[402553],Freeway,5
729cf6dceeef499dbc645530ed645ac6,[403006],Freeway,0
72b08fd9ee3aebf4f0220e326740a6c4,"[402338, 410150]",Freeway,4
72e7ce5f4c735a0f8b9032112831dc73,[402288],Freeway,4
735001a98e7eccb969f2999db3148408,[404533],Freeway,4
73908b703b05255dd9fe00a20914205f,"[404548, 401881, 404545, 404546]",Freeway,4
739e1a045cc57ab08e04b8c8b65f85d2,"[402385, 405852]",Freeway,6
73a52ffdee1fc50afddf48421051f33b,[407243],Freeway,0
73b97f84eb9b65c1f65c4980e15b9fff,[402675],Freeway,3
73ca84c888569f5cfd17d6dd00eb3ae6,"[405900, 400781]",Freeway,4
740e9c13f1b0614ac590f12df8a18fd4,"[401663, 410085]",Freeway,4
742ea5432c914dc3d58e16bdabd10f8a,[402562],Freeway,4
7434fa866410288a6f19c5e533fce2a2,[406623],Freeway,2
7452bfeb33badc685ef9cdb09fcea3df,"[400141, 402960]",Freeway,4
749648614284a218eda4ebc4d8b1cb6c,[401934],Freeway,3
74b711cb2317adf0b291a8b0d34add43,"[403083, 403084]",Freeway,0
75233f325e56205a8a0e0519da07685f,"[401666, 401679]",Freeway,1
75a6924bcb285b209ecb0b708fdcdf5e,"[412039, 412041]",Freeway,0
75bf6675cf1d380b84637a0dde4998db,[402853],Freeway,0
75c1c3517440fc6d58eb8e76bc4077eb,"[408166, 408168, 402098, 408167]",Freeway,2
75e6c8475f2c5cdb4b5a00a50ab67be0,"[402118, 404017, 409524]",Freeway,3
75fb79e864aae98fd09b8b82de4051c4,[414060],Freeway,2
76841771fdeb217528b6ff455fef1e29,"[407995, 407996]",Freeway,4
76a0ac34f1bccf87e0d4957657c482fe,[401599],Freeway,3
76b93130f88558fb5d5316e34c3a74d4,[400675],Freeway,3
76d1dafbfda8f0e000f8c90780ca152c,[402031],Freeway,5
7754af11033fa03a6e23fde3e1c344db,"[402930, 402931]",Freeway,0
7760605169f8f357662289487925e29d,"[400258, 404453]",Freeway,3
777158d4923ed58b94dc9af758433153,"[400609, 403046]",Freeway,5
777419d119eaacc1ff1bb11784db75f1,[402243],Freeway,3
77ac06b6fb4a15cebea944a8a82d9184,"[408911, 408912, 408913]",Freeway,4
77b54130b5fec7d909d05ad1eee59d7f,"[404325, 404698]",Freeway,3
77fd17b370a22347be9f3f8b0ac87190,[400162],Freeway,2
782859c634451130762469a64f7a6a54,[400946],Freeway,5
7840f8e1e2960568d23f2d06c3bac544,"[402077, 413106]",Freeway,4
78430402f0e1d13185c6afffd6adae54,[403292],Freeway,0
786c2cd5feb731c625f5f75de1c6f5da,"[405931, 401496]",Freeway,5
788143dd78c575dd32d14dcbe6be9e34,[401748],Freeway,4
788bfa71bbfdd664cb1f3bfa3e38780d,"[400799, 403402]",Freeway,5
78906625752a655c7c8b7b203071fe55,[401224],Freeway,3
79281980a509d29eab53e36d316c43fa,[401830],Freeway,4
793869ab75956072928ec1d4caf1fb9d,"[400904, 402909, 402908]",Freeway,4
794e5cbc338b470e4a0142d5e9ba4e97,"[400720, 400753, 403130]",Freeway,5
7963479c8aa76973a00b3acae242cf3c,"[402025, 402401, 402403]",Freeway,6
79782d28df96643d72db9d424739a5bc,[400971],Freeway,4
7a2990922290be0f0a8449dc967129c0,[404677],Freeway,4
7a6828e457aeb75604b97159b9868dad,[404409],Freeway,3
7a975739f1d1956a7c4302576125c1b3,"[410742, 410743, 410744]",Freeway,5
7adfe8d9fe5414dde97430222bf54628,"[400858, 402867, 402868]",Freeway,4
7b80b9e43d552ba8283aaa0141b990df,"[400235, 400501, 403459, 403461]",Freeway,4
7bc8e922196c4c4087815ae598bf259a,[402050],Freeway,3
7c123c09a75ce28e0614a2c0984a2ced,"[400863, 402882, 402883]",Freeway,4
7c6654c36a4939dce965eef85711586a,"[400976, 407252, 407254]",Freeway,4
7c9b616f34bb6c8961d3ad3c092e91a5,"[404415, 404416, 404905, 404915, 404883, 404890, 404893, 404895, 404907, 404909, 404911, 404913, 404916, 404917, 404922]",Freeway,5
7cd50cfedefde282a82055b63904c7b4,[400574],Freeway,4
7ce68514f0d8409790489b873323d074,[400397],Freeway,5
7cfe58a5722c54124c6c295dd8ebb967,[401279],Freeway,5
7d0023cd6f2e6ba2336b9fd1bdbad029,[402671],Freeway,3
7d3b2bca5506a3f173652359594a09b3,[400323],Freeway,4
7da517265ed2af0ab383fac66493e5c2,[400489],Freeway,2
7db7950d8626535d9f219cde2ee8ce34,"[400949, 403028, 403029]",Freeway,4
7dc48aa303c48fb6eea805245d5af370,"[400069, 402899, 402900]",Freeway,4
7de3351c6597a1b3cced0171380f9ff9,[407324],Freeway,0
7e1809b73138db7811113ab8f39bbbb0,"[403347, 403348, 403349, 404733, 404734]",Freeway,3
7e580484f39fc4ebc4aeab0cb2d87336,[405281],Freeway,2
7e580712bb9e6b098c8acc02470f06b6,"[401526, 404358]",Freeway,3
7e61d6ce13dfbde4e3f11c5ed9384459,"[401927, 412783, 412784]",Freeway,4
7e7c2bd15e83faee157c20cd8bb37c84,"[404407, 407280]",Freeway,4
7e91a2b6cf0d8ff5dff59554fd59ca68,"[400977, 400484, 403175]",Freeway,4
7eb181846dc1033d3e8562f8c7f4ee0e,[400905],Freeway,2
7ee9c0864070ffb483320452ff15bec6,"[402844, 402845, 402847, 400416]",Freeway,2
7f0e6409ec251f745f56cb045cedc0a6,"[401652, 401929]",Freeway,4
7f509113f397e13a9b50b816586ca16a,[406201],Freeway,4
7fd7f8e275dbfef0fcebf3a3fb0df2ca,"[401045, 401558, 407248, 407271]",Freeway,4
800e69cfe21e15866102d91b8dcbe6d5,"[401058, 401070]",Freeway,4
8029c77c4fae50445ff3a854a287172b,[401996],Freeway,4
8031c3f28401577839f7baac98227db3,"[401433, 401852]",Freeway,6
804b3126960485317a184ff1d6247e07,[404286],Freeway,4
806202e10122b532d5593c79afb9ab71,[401835],Freeway,4
80637497fe13bf6ecad259dfb0e28576,"[400206, 402893, 402894, 402895, 402896]",Freeway,4
80696f7bd4df958c06c556c1bbdd5b53,"[403150, 403151, 403146]",Freeway,0
80821f0e183521560ce8b780569cbb2d,"[400604, 401692]",Freeway,4
809a9b7b68024b9d9d3eb9aecc91416c,[402659],Freeway,2
80eb3d9059f46d614e0ef409002a58d1,[400905],Freeway,2
80ff5d5846097f05cbbee13af01bd6e1,[409926],Freeway,2
8148a2addb30f2bcc0175e4b43404624,[404249],Freeway,4
818970f66c819e341cbec70f5a0a8030,"[401669, 410142]",Freeway,4
81aa66d260c99c55ce1ddae168b35629,"[402011, 402014, 409884, 409886, 409889, 409890, 409891]",Freeway,3
81acc1ae1073bed8a72aa5d0412dd656,"[403247, 403251]",Freeway,5
81bcce3f2aabb81c00a58ca951b89ea4,[401548],Freeway,4
81e0345bbd6243043ab96e5e38815612,"[408605, 408606, 408607]",Freeway,2
820caf33e463363d2091253c0bce0960,"[401314, 403168]",Freeway,4
823a87e768cdc9ed400c2b8021875cec,"[404381, 404382]",Freeway,4
8276f0e2151cea9337bdf3b09351b1bb,"[401079, 401066, 408466]",Freeway,5
827f3f8c4d8fbb4f62a29d0afd2eca39,"[400227, 402892]",Freeway,5
82a415edf1f137613aa0fab5f683a4a1,"[401453, 412159, 412160]",Freeway,2
82a74827e2fafe3201b4a36ac9aef31b,"[400547, 402586]",Freeway,4
834275cef26f2df7e007027f9b12ebf4,[404715],Freeway,4
8365554811b5035174422c151925a22b,[403313],Freeway,6
836745b782a394a5ff02059dddb8b2e0,[401240],Freeway,4
83c3ebbeda4ea8d30fdc2d045f81e018,"[400149, 402920]",Freeway,3
83c6003f8234cc5a9a01f1ef9b24716d,"[404341, 404342]",Freeway,3
