shstReferenceId,A_node,B_node,lanes_am,lanes_md,lanes_pm,name,min_lanes,max_lanes,osm_sfcta_names_dist
1fc2f026c4102f775dd8440b0c90009d,23488,23489,1,1,1,PACHECO,1,1,0
1fc4defbd1c4e5c642c1999f444d6b3a,32953,26192,1,1,1,GRAYSTONE,1,1,8
1fcdf54b66b35de6d475abf2fcd4b905,30734,30733,2,2,2,MARKET,2,2,0
1fd9b19ece77e3acf4d4beed4d701c5b,20801,20805,1,1,1,TOLAND,1,1,0
1fdee5daa41a01d8c5f023b7cdbac96a,26856,30820,1,1,1,BROADWAY,1,1,0
1fe0176d5cd58f6a8f6c0c605f5f432a,27038,32987,1,1,1,ALTON,1,1,0
1ff1928190a1418a11787abe93cc1fba,27956,27952,1,1,1,47TH,1,1,0
1ff20846de5a9e14524d5638b06481f7,24053,24134,1,1,1,17TH,1,1,0
1ff7ccf03215fb69b9a9b96a0095de6b,25953,25957,1,1,1,FILLMORE,1,1,0
1ff8d3d82c46ca3c8ff7465393b91b27,51364,51372,1,1,1,WASHINGTON,1,1,0
1ff938b4b79adf0fff7f5b52af17a988,20338,20342,1,1,1,SUNNYDALE,1,1,0
1ff9d088edddf1461460ffc6b392c003,22250,22251,1,1,1,VALDEZ,1,1,0
200010d06f99190a7662f178779fe220,26783,26980,1,1,1,CERVANTES,1,1,0
2001786856cfbc599ce0985dea28e9c1,21843,21839,1,1,1,ARLINGTON,1,1,0
20042be9d95832a7995fa5923e852f55,23975,21174,1,1,1,HARRISON,1,1,0
200752e461163d495c388034eeaa61eb,22228,22229,1,1,1,FOERSTER,1,1,0
20105c502eb1af68f260bc29f568b271,26544,26546,2,2,2,JACKSON,2,2,0
201060a5c35e01377c33c34db5112ae6,27739,27716,1,1,1,33RD,1,1,0
2013ef6c6a51e87da13bee163e34d2ac,20919,20882,1,1,1,UNIVERSITY,1,1,0
201796c1fc9dec35e6254411b6b38c54,50076,23887,2,2,3,BRANNAN,2,3,0
2018e8e4a58a1596abec89d685233583,24233,24234,3,3,3,FOLSOM,3,3,0
201a74558b1206e3bbddc9bb76f90630,26625,26627,1,1,1,SCOTT,1,1,0
20234b40c6888c2d71b185f56dcc8560,27537,27531,1,1,1,21ST,1,1,0
202806c192f8659fc8f24f65f129a59c,22642,22650,1,1,1,MIRAMAR,1,1,0
20299d44e19935e6ac47b088184dea6d,25315,25308,2,2,2,BROADWAY,2,2,0
202e7a65ab3b56077c8395b794d1feba,20552,20546,1,1,1,GIRARD,1,1,0
20354008bd2aed10aa994fb634d6c9e4,24462,24466,2,2,3,MC ALLISTER,2,3,1
2038d6f76fc4d9f7926c05346c480a67,27345,27346,1,1,1,LAWTON,1,1,0
204147acbee060c1775d69b5e9bfd502,20107,20448,1,1,1,FITZGERALD,1,1,0
204386aa057d80628378344ac4992225,26164,26170,1,1,1,CORBETT,1,1,0
2044dd3dd52fd83ce77156c994268fcf,21245,21220,1,1,1,ELLERT,1,1,0
204bf7f24b622140e7b13ad8f23204c1,22643,22634,1,1,1,EASTWOOD,1,1,0
204c52c9f6d5420013fe625151197f0f,20872,20941,1,1,1,JOHN F SHELLEY,1,1,0
204c7d84a3879909b87c656fee9da11c,22938,33016,1,1,1,JUNIPERO SERRA,1,1,0
204e095dc97d91dcc70862d42d4536c7,21915,52034,2,2,2,CHURCH,2,2,0
204e2067fa82ccc4c39f1ca427c8e037,26044,25974,1,1,1,EDDY,1,1,0
2050117a62fd8f5a1b2479e9e6ba38c8,25676,25675,2,2,2,GUERRERO,2,2,0
20551a825cd60ad8bf12006ead5ac686,21610,21612,1,1,1,BURROWS,1,1,0
205593e8eb86d04f34653e146604a6d8,23741,51582,1,1,1,CAROLINA,1,1,0
2058741463e0e5c7f8a238798970ec39,22936,22937,1,1,1,MONTEREY,1,1,8
20590b7c49c0956b0ee368f8b376ab4e,27576,27581,1,1,1,JACKSON,1,1,0
205b6ee5cdc7719edc6e0ef8e206e52e,25878,25865,2,2,2,MARKET,2,2,0
205c701af94ca34fc8a5d1d412867a3e,25399,25406,1,1,1,STOCKTON,1,1,0
20637b283b228ae629f1e9df3d4b6658,25878,25865,2,2,2,MARKET,2,2,6
206bcc16ff6c0c233ffffd33d3f622bf,21203,21197,1,1,1,CRESCENT,1,1,0
206d28fa7d7ba67974314ca19f7cee1a,33015,22354,1,1,1,LOS PALMOS,1,1,0
206fcd5b508918b21d8f305ef54db9d6,20799,20801,1,1,1,TOLAND,1,1,0
20724ff0e7d0aa21bffe284afad7c53e,25574,30766,1,1,1,HYDE,1,1,10
2076ca619b6412ba862ec49f53222c53,23889,23888,2,2,2,5TH,2,2,0
207b9c59411ebed1916a89b99090da13,25954,25938,1,1,1,GROVE,1,1,0
207e1f3714a8ca06312d6e801af23be0,22961,22960,1,1,1,MONTALVO,1,1,0
2080d2a3fe3f98732882fd4e52533f22,25077,25082,1,1,1,CUSHMAN,1,1,0
2082599e1e5cfd818804bb21c78f2735,25255,25296,1,1,1,SACRAMENTO,1,1,0
2082d3ce7764ea334b8b3a46e88fffd9,24325,30741,2,2,2,JONES,2,2,0
20840b109327273e66c11402a39cb5f9,26801,26812,1,1,1,O FARRELL,1,1,1
2086412255779b008c331bb3ff0aff6b,23990,24064,1,1,1,24TH,1,1,0
20872fac75deddb02916ecf1e5a546ba,27325,27133,1,1,1,NORIEGA,1,1,7
208ad4b8e05c3d615381a241ac4bba93,26311,26316,1,1,1,BUENA VISTA     EAST,1,1,4
209029f7d1102b8ff76dd86916e6f506,32840,32839,1,1,1,AUTO DRIVE,1,1,6
2091523c4c5cade0d6f26fcd321ddfdb,20824,20730,1,1,1,CESAR CHAVEZ,1,1,0
20952a22f263c5f005b16e32bdb2838f,27422,27433,1,1,1,IRVING,1,1,0
2098e2e6a2e94fe75cb967d3fdf68da0,25844,25860,2,2,2,GUERRERO,2,2,0
209b6a833f6416ae63be034285e2dce0,20633,20637,1,1,1,WAYLAND,1,1,0
209cdf927384b1ebaeecacedb843d58a,22536,22534,1,1,1,CHESTER,1,1,6
209dce3634e0963d87579d0deb133b73,27570,27566,1,1,1,ARGUELLO,1,1,0
20a38b96323bc47767f7942fd72d3b22,27793,27804,1,1,1,41ST,1,1,17
20a9ba798987f79025ff198151a1d88e,23654,23671,1,1,1,18TH,1,1,0
20b0e0e96bc2b83e6447c51f4a389c78,26368,26812,1,1,1,SAINT JOSEPHS,1,1,0
20b34e7724fbcc9f6f36fe9af001ef2c,52879,52878,1,1,1,4TH,1,1,100
20bacab668acdcaef723fceee11028f9,26405,26337,1,1,1,WALLER,1,1,0
20c38134962241cc033736d16ec05ff6,20762,20766,1,1,1,AUGUSTA,1,1,0
20cb640b47255bb34137d83e27b40662,24377,25834,2,2,2,15TH,2,2,0
20dd9fa6a8ad70c5da3a115b6048c6bd,28106,27441,3,3,3,CROSSOVER,3,3,0
20df97e606b819fb8f6115734726463f,23944,23947,4,4,4,HOWARD,4,4,0
20dfece1d78bc2bdf4dbd957301f96fe,23045,33483,1,1,1,GRIJALVA,1,1,0
20e161bba14c0363a816f169ee98840b,50160,24821,1,1,1,COWELL,1,1,100
20e77da2391f207399ac0c154a4c46d8,21022,21021,1,1,1,WATERLOO,1,1,0
20e9ac27c726491e830b1956abbc79fc,26703,26704,1,1,1,POLK,1,1,0
20ea062a8b6d3a2fb34a4e749320ad3d,22762,22769,1,1,1,UPLAND,1,1,0
20efe64a5a3f99cb174fd5ccad453620,22811,22813,1,1,1,RAVENWOOD,1,1,0
20f6c2fe6df91b81372b599b4207138c,27420,27418,1,1,1,23RD,1,1,0
20fa0222743d5fade4f7b1c169028d1b,24144,24130,1,1,1,20TH,1,1,0
20fe8fa499378715cae57f64704ee9c7,30021,52646,2,2,2,3RD,2,2,0
20ff3421a0dcfe8389efb6ebdb4f5dff,53011,53014,1,1,1,4TH,1,1,0
20ff926c6c91d5e6daea1176c495f858,25964,26490,1,1,1,EDDY,1,1,0
21017ede397b91dab7e3d4ce423ace64,23256,23255,1,1,1,30TH,1,1,0
2101bd324edeb808181ef2ee20bd1eac,22345,51473,1,1,1,AMETHYST,1,1,100
21042bf8939d5e88e35e22b734beb148,23310,23313,1,1,1,OCEAN,1,1,0
210ac683da54d26024f4c6aed3df5d7e,26762,26621,3,3,3,GEARY,3,3,0
210dcb581304a131a51f3d87daf90b8f,33118,20204,1,1,1,FAIRFAX,1,1,0
2112105791d3157be163526c15110b3e,23041,23044,1,1,1,CRESPI,1,1,0
211355b223030ccbb28ce877b908d998,21045,28199,1,1,1,NEVADA,1,1,0
21138b6aa6b377dcf429c2610b85a135,27748,27750,1,1,1,ORTEGA,1,1,0
211a12e7e2a6bd7a0df9a47ff34e0d7d,23385,23384,1,1,1,TARAVAL,1,1,0
211a22adde340dd0c16e7de0d45c8e06,22356,22359,1,1,1,MELROSE,1,1,0
211af443dea47cc0c841ebdfc7c7f305,24066,24067,1,1,1,CYPRESS,1,1,0
211fbe90a25284e1b6778412e34cafd9,23387,23389,1,1,1,TARAVAL,1,1,0
212a8b0140c79615504e9500ffb1914b,24388,24393,4,4,4,OTIS,4,4,6
212b454c3ebf4daf2b9f418a1b5ebc68,24182,24181,1,1,1,JULIAN,1,1,0
212bc61e29b49755166490622cd01419,23663,23664,1,1,1,19TH,1,1,0
212ceb9091c79de77bd77cd75a6902e0,25398,25449,1,1,1,LOMBARD,1,1,0
212f8cc0d67a0833c3d882fc828795d5,26326,26327,4,4,4,OAK,4,4,0
2134385de77fa6751af13c9a8408eb7d,22647,22677,1,1,1,PIZZARO,1,1,2
213e088ce1cd756cc186c0fd08b23991,33633,50891,1,1,1,BERNAL HEIGHTS,1,1,100
213e71856919ef5f9ae7d862789f416b,24051,24043,1,1,1,18TH,1,1,0
213e8e02d5fe294d80f3c5173c2ef124,20791,20790,1,1,1,LOOMIS,1,1,0
2140f6bacc03930b10971a3e6f46f600,23203,23208,1,1,1,RIVERA,1,1,0
214270de2e9e9ad587cbca4cdd4fae25,25269,50196,1,1,1,RUSSIAN HILL,1,1,100
214376b1227807383925537c5a695063,20177,20180,1,1,1,MIDDLE POINT,1,1,5
214792a30535ebe099d3e1305adb7124,33752,20822,1,1,1,NA,1,1,100
2147d31ca60457ef1554c118d179be6f,24933,25137,3,3,3,TURK,3,3,0
2153e559aab68695a64bc777cd5debb6,20368,20369,1,1,1,GARRISON,1,1,0
21547f73037a8b5540674c53dc7b83d7,26560,26559,1,1,1,OCTAVIA,1,1,0
2155568724711c343aa5bc9fa112edc9,32869,32854,1,1,1,CONCOURSE,1,1,100
215b7e3e2add509567e62e3df952fc70,24700,24703,1,1,2,SANSOME,1,2,0
215b9888ee18ee9452d5508ef3021334,20394,20410,1,1,1,SAWYER,1,1,0
21623e2302ab8dcda3af6e0192b7ffbb,32934,33730,1,1,1,CLARENDON,1,1,0
21680b5935e48957b1ed24f9e9850ad8,23950,23951,1,1,1,25TH,1,1,0
2168db3489361cf88a2d47331ddcf7c1,26269,26288,1,1,1,BELGRAVE,1,1,0
216bc44b9abda10b9119d35b9e5860c6,21818,21816,1,1,1,COLLEGE,1,1,0
216cead027416deebb69f86f3c72517d,32899,32892,1,1,1,35TH,1,1,100
216e3694f1832119515d98d587ad1cc7,23510,23508,1,1,1,47TH,1,1,0
21735cfd6450b0f06511c40a30389a74,33134,26790,1,1,1,FILLMORE,1,1,0
2174c91a01647735204e40d9be3b7375,23431,23445,2,2,2,SLOAT,2,2,0
217571ccb66ddf2a7ceac61a4bf5483c,51209,51243,1,1,1,PRESIDIO,1,1,0
21776888a22cc810f1508616478d47a9,27590,27589,0,0,0,GHBIKEPATH,0,0,100
217b911e69bb0e98c249859bb9830448,51029,21370,1,1,1,CHICAGO,1,1,100
2181184cdf82a21005b36b654348e8d9,27339,27337,1,1,1,21ST,1,1,0
2181904a082b01702063ad3d341ce82b,33616,25784,1,1,1,NOE,1,1,100
2181a594a7931b4ad28f9bebc68e1a50,25948,25924,1,1,1,HICKORY,1,1,0
2182202d6ae2ca0f2c0861f1907e0cec,27447,27449,2,2,2,FULTON,2,2,0
2183f6fc474fc0545613dfa0ea2b86ca,27129,27127,1,1,1,12TH,1,1,0
21893538f593a3b6280ef861c9bef36b,25933,25952,1,1,1,HAYES,1,1,0
21900e1dbed5ddbc45bd874e8ca37caf,33083,33076,1,1,1,MARIN,1,1,0
2190bf0a73e39e6aca1dd943908e1b67,21330,21324,1,1,1,GODEUS,1,1,0
21976920d5f1c0f90e8976309ef4b82c,22905,33005,1,1,1,SAN ANSELMO,1,1,0
219b0a155f8788059e5602a724e3af84,23097,23098,1,1,1,SERRANO,1,1,0
219bd6610ed8e191b135f981531f1d54,26561,26534,1,1,1,BUCHANAN,1,1,0
219cf8ebcb69cc2da831fed1f4d6ffba,21290,21291,1,1,1,SHOTWELL,1,1,0
21a04be866712f72bccd902f5ec8f1e3,24214,24049,1,1,1,FLORIDA,1,1,0
21a6cefb60eca1982426002d989e071a,25763,26080,1,1,1,25TH,1,1,0
21b237b59d22a74c9cbafc5d7e68f8e8,23696,23697,1,1,1,24TH,1,1,6
21b2e12ae9e47cb8295be2780dae005b,33662,33663,1,1,1,CRESCENT,1,1,7
21b3f4602c79edc300f858c2df936ee5,26451,26454,1,1,1,CLAYTON,1,1,0
21b4db1e3f659e8e84d8aaa1719dab05,21841,21892,2,2,2,DOLORES,2,2,0
21b50a1f08367dc2e723b5101a0db5d4,52158,52255,1,1,1,HWY 101 N OFF-RAMP to MARIPOSA ST,1,1,100
21b7083fea3b06c8a04b5bf9c991725f,25815,25820,1,1,1,COLLINGWOOD,1,1,0
21b987d55a5b90d88b956b86c525cdba,27638,27645,1,1,1,LAKE,1,1,0
21bb465c7532163baa0cec550a315569,27335,27333,3,3,3,19TH,3,3,0
21bd230eccae03a124aae6fe692ab54c,33661,28073,3,3,3,ALEMANY,3,3,0
21bf08a622ded9eeec8892f92420a3f6,24787,24795,2,2,2,KEARNY,2,2,0
21c0771a6ffdd926595caf5ff6f7cd77,26843,26846,2,2,2,CALIFORNIA,2,2,0
21c11489dc2263522f74f30fc5fbb756,27821,27824,2,2,2,FULTON,2,2,0
21c704a833aee3c8cfe5eb6b30ecd417,20090,20084,1,1,1,ROSIE LEE,1,1,5
21cdfd084303d9da4bf3a74da129bbd0,22294,22293,1,1,1,TERESITA,1,1,0
21ce82d19e66472f77258144ee215dd8,27284,27275,1,1,1,6TH,1,1,0
21ce8ed5797bed98f02d717fe755a24d,23578,23782,2,2,2,16TH,2,2,0
21d4894859d2b6cca9d40cc28e55bb6f,51298,51342,1,1,1,LINCOLN,1,1,0
21d6e1d46db9d72b08a1be1a525d8a69,25461,25480,1,1,1,POWELL,1,1,0
21d8f0dac71da8f7de1374948cf3222a,24319,30742,3,3,3,7TH,3,3,0
21e0ab4ebce40dee3579316b79f0e091,26956,26957,1,1,1,PACIFIC,1,1,0
21e3355cca93fda32a12123f98bc388b,26929,26928,1,1,1,SPRUCE,1,1,0
21e5bebbb0174cf90b755f6268f8f982,23500,23494,1,1,1,47TH,1,1,0
21eb1216d2b565e7cb1e588cce61da1c,23722,23952,1,1,1,25TH,1,1,0
21ebbb299e0968072f230d9a46a8196f,20960,20966,1,1,1,SILLIMAN,1,1,0
21edf14dc7f11921e363d712fbe80dc7,26696,26695,3,3,3,VAN NESS,3,3,0
21f0b682838ab7ef853e90ab31a9a320,25402,25409,1,1,1,BELLAIR,1,1,6
21f3f5145c4886627c6d273706d119ba,51550,51264,1,1,1,PENA,1,1,4
21f4f066addf2bca2e048d11bb0f80ba,20329,20333,1,1,1,CAMPBELL,1,1,0
21f5ec469218468c9036a7a9135ee66f,27369,27366,1,1,1,JUDAH,1,1,0
21fa43b78789587e06a60531550fde4e,23189,23190,1,1,1,QUINTARA,1,1,7
21fa9d26b458b31d8107f91ff703c8b3,20127,20131,1,1,1,INGALLS,1,1,0
21fdcbbfa989bc08fddad887e862347f,23062,23061,1,1,1,STONECREST,1,1,0
21fe9b037297680029b152f015050f71,52757,20247,2,2,2,CARGO,2,2,0
21ff059ade3eb361f73258007f8b9316,26727,26754,3,3,3,BAY,3,3,0
2201e6548b1c794413a311db7a15db23,28184,51630,1,1,1,TENNESSEE,1,1,100
22021ad6c9a2c89da6fe7f1afdc8bb42,24074,24088,1,1,1,24TH,1,1,0
2203619ab67f9ddd8c045771acc175bb,26330,26333,1,1,1,BUENA VISTA     WEST,1,1,4
220509e182a85a39b80e5e86cc39eb98,21897,21898,2,2,2,GUERRERO,2,2,0
22054ae272f4eb19c714feb34eab4d25,27911,27916,2,2,2,GEARY,2,2,0
22060670bbf29a34349fb327d3d8358f,25209,25210,1,1,1,POLK,1,1,4
22084d2d0e819bc05bbea18394b595a8,20103,20435,1,1,1,GRIFFITH,1,1,0
220fc342290545ecefed8187fd3850c0,23230,23236,1,1,1,25TH,1,1,100
2211078a4f1387332336cbd51dddec2d,26816,26817,1,1,1,BRODERICK,1,1,0
221187d0d4cc30957001bd641f4998c9,27329,27326,1,1,1,MORAGA,1,1,0
2218c6c2ff4dbd5a16f03afd9e452a4a,21004,33331,1,1,1,GLADSTONE,1,1,0
221d41269f4d067b1f8eae260d8a607c,20808,20811,1,1,1,UPTON,1,1,0
2223d2aba938003b4c0d57bac6d0a0e1,22433,22423,1,1,1,EVELYN,1,1,0
22248b31723ca1ebd509a7c5846940a5,23775,23779,2,2,2,16TH,2,2,0
222b8a3b8f44909ac1f6bbce111c022d,20514,20513,1,1,1,LATONA,1,1,0
222cb12455605eb4ce0bcb96166ff7ee,27162,27137,1,1,1,FUNSTON,1,1,0
223596eaca4d3c74d247864535e1ae74,23262,23261,1,1,1,24TH,1,1,0
22386736525da7cee755d3918dd679c1,20082,20083,1,1,1,ESPANOLA,1,1,100
223a174567dd2ffcb95522a4fdf089bb,33448,22556,4,4,4,JUNIPERO SERRA,4,4,0
223a55b947bee570165357c20dc21adc,20466,20467,1,1,1,3RD,1,1,0
223f0d616a2ce23b9df8825c367bbc41,23625,23621,1,1,1,PENNSYLVANIA,1,1,0
22401d6134a555f44f336b77e0c98625,27170,27160,1,1,1,11TH,1,1,0
224620a0ab2a65111c2883651b5b59a6,24685,24688,1,1,2,CALIFORNIA,1,2,0
22468d9aa5795362166498a9e2e1cad2,52261,22105,2,2,2,GENEVA,2,2,0
2248e114f914f11ad7709dd0aa1a8af2,25719,25790,1,1,1,HANCOCK,1,1,0
224b15fdd8443d49eaf573427703ea9d,27062,27067,1,1,1,ARGUELLO,1,1,7
224d86c56be3bcc37b3708dd66387bf0,25776,26090,1,1,1,21ST,1,1,0
2256703e9368946558db3380610ff575,25641,25642,1,1,1,23RD,1,1,6
225bddaa5988d846c57c724a3f35e3cb,24073,24088,1,1,1,MISSION,1,1,0
225ec3a55d92dd25dd2d21672485c0a0,32977,32979,1,1,1,CORBETT,1,1,5
226487cdb94785e0f230b0d1f9600c98,20805,20811,1,1,1,MC KINNON,1,1,1
2266c7700004968c9acd19ffb279a7b4,25177,25150,1,1,1,WILLOW,1,1,0
2271592868f8b585fa4c6c2a799e3862,33605,20375,1,1,1,SCHWERIN,1,1,0
2278e56f8ae6c5b5d110c6c6c3789c7c,27729,27707,3,3,3,SUNSET,3,3,0
227b321fb2c03c85111157747c70bdc4,51631,52757,1,1,1,ILLINOIS,1,1,0
227d2b98b3de4018273791912c5b1d52,51212,51242,1,1,1,LETTERMAN,1,1,0
227e04f6147b2f020c81a8de9459fdb2,21033,33303,1,1,1,MOJAVE,1,1,100
227e74a4a6f82b8a31b9a2c8093582d4,24076,24094,1,1,1,23RD,1,1,0
2289d3b2f9c7d644ebacf555f0a24cb4,23833,23832,3,3,3,4TH,3,3,0
228ae039acd36f967a7ed3aca34ded5d,33776,23601,2,2,2,BRYANT,2,2,0
228bd3f6fbec423e76f9cc35341556e5,25709,51578,1,1,1,CUMBERLAND,1,1,0
2299301a5a39aebba7b33a07f401e305,22477,22575,1,1,1,CAPITOL,1,1,0
229cf5ea7fcd1fb4600182cb53a4b171,52891,52890,1,1,1,AVENUE D,1,1,100
229db6240e3a3bbb540d4609966b789e,26834,32825,1,1,1,GEARY,1,1,0
229f8793d362c16d7ec3be60c286d1e9,27341,27343,3,3,3,19TH,3,3,0
22a1056a5bf523987321e4e937c6b96d,27985,27987,1,1,1,ANZA,1,1,0
22a30c58396fad3dbf4cdbcda1c8e967,23150,23149,3,3,3,19TH,3,3,0
22a32114a29c6ad508ac722d745694fa,20056,20163,2,2,2,INNES,2,2,0
22a430b2bb92fadbe5bf2967ce10086d,26045,25971,2,2,2,GOLDEN GATE,2,2,0
22a5407df42950f362251944f68d40c7,23771,23770,1,1,1,RHODE ISLAND,1,1,0
22a5dbfcd161090e6686599060ce46f4,27173,27168,1,1,1,FUNSTON,1,1,0
22aa5eedc000ff7e71c3d863ea00f748,22579,22580,1,1,1,MIRAMAR,1,1,0
22ac0eaf9f144aa0ba8a7e17e598389a,52884,52885,1,1,1,AVENUE B,1,1,100
22afc5d048ecf6174196ec879c60be24,20268,20269,1,1,1,GILLETTE,1,1,0
22b265014b442073d5544a0db2d34655,24056,24050,1,1,1,ALABAMA,1,1,0
22b38c5f9870ad8c127846edfca235d4,22981,22980,1,1,1,9TH,1,1,0
22b47127050d8d828962396699ad121d,24837,24855,1,1,1,UNION,1,1,100
22bc2295b5a5faaaf19ac7c4f19d3bb0,22554,51452,1,1,1,THOMAS MOORE,1,1,1
22c03a6495baf623be14dff0c1da4e5e,25966,25972,2,2,2,WEBSTER,2,2,0
22c71b0b828539f1cdb94ee3343d2a0e,20494,20491,1,1,1,YOSEMITE,1,1,7
22d29a91dd3e1336a81ce1db1c5fad1f,25221,25301,1,1,1,POLK,1,1,0
22d4b6289733d99bbf5541554d646600,25533,25536,2,2,3,BAY,2,3,0
22d51f65b95c2f449014a9da3ced634e,33105,20232,1,1,1,MENDELL,1,1,0
22d5a0d04c63f99611513c147a2b34b5,27301,27295,1,1,1,10TH,1,1,0
22da32c05c0651b6bba6ef863939c492,27625,27626,1,1,1,LAKE,1,1,0
22db69f5781120ba4fdd3c14f2676890,27968,27976,2,2,2,FULTON,2,2,0
22e220f7fe33ff9038d50617573b2f43,20655,20895,1,1,1,FELTON,1,1,0
22e49b9a09eaf0c0f8449ee4c634d013,24103,25602,1,1,1,25TH,1,1,0
22e6727bf353889da3b11edb051d9ca1,22443,22446,1,1,1,ULLOA,1,1,0
22e6af128bdd9e586c180f65455cc9f1,26072,26358,1,1,1,MC ALLISTER,1,1,1
22ef9f25be8fc5a61ef875ee497bb635,26509,30072,1,1,1,BUCHANAN,1,1,0
22f0c1358d59940307f67ecfe22ddc36,50054,50055,3,3,3,I-80 E OFF-RAMP,3,3,100
22f2efd6b09419b9af8b6e4fc7787cab,26340,26342,2,2,2,HAIGHT,2,2,0
22f63a9663f3d53c8bda4d35391f4653,20810,20813,1,1,1,OAKDALE,1,1,0
22f69703dc3cd4616e06b7107e589bd1,33612,23141,2,2,2,SLOAT,2,2,6
22f8120ee08296fd58381a16c1c332cb,21932,21937,1,1,1,BEMIS,1,1,0
22f92c509b552f41ce59570708d3d404,52986,52993,1,1,1,SOUTH,1,1,8
22fe8407b770b0b394af1a8b80fa3548,51692,51693,1,1,1,HORNE,1,1,100
23044ae322efc39feefecb3aed52b582,25512,25511,1,1,1,HYDE,1,1,0
23066e27782f1e4393a8059dde917d48,26737,26748,3,3,3,LOMBARD,3,3,0
230efb9296500010b61af3983850c501,26675,26857,1,1,1,PACIFIC,1,1,0
231237bf643ab36d066376e457f90592,24602,24603,1,1,1,MISSION,1,1,0
2314a6da5fb68e7965135eb091476ec6,27358,27357,1,1,1,15TH,1,1,0
23154f0e7b630afad51cd3b32a8ad756,33136,20164,2,2,2,HUNTERS POINT,2,2,0
2323a3562eb1b9d4365945b99cce1302,25170,25172,3,3,3,LARKIN,3,3,0
2323f12f5e860e9ac1ede8dce4a11d1c,26957,26955,1,1,1,WALNUT,1,1,0
2325c9d3f5d1155713208ec75fcaa962,23188,23191,1,1,1,RIVERA,1,1,0
23282c9f34c9eb63ef30fe5cc8d455bf,26708,26705,3,3,3,VAN NESS,3,3,0
232b8318c31cf64312013ddab4676330,22371,22372,1,1,1,OMAR,1,1,0
232d4b999e533fa78eb56636e40fb95c,25189,25177,1,1,1,WILLOW,1,1,0
232fead8d6fbf7bee1abe1ef9b44f079,25145,25142,2,1,2,O FARRELL,1,2,1
23303779bd52ce6f36f3bac2f987566e,24071,24073,1,1,1,25TH,1,1,0
2333e888352991edff583baa81026c71,30725,24551,0,0,0,MARKET,0,0,100
23374b8c6b86ff0fd542d5ba29741f03,25662,25668,1,1,1,HILL,1,1,0
233a222cae68933fdb1f0c1f104fd9c4,24237,24228,2,2,2,HARRISON,2,2,0
233b11436e50dcd9751f7ec971273256,21147,21149,1,1,1,CHAPMAN,1,1,100
233b56e0aaaf81db0704b9ec456eba57,27248,27249,3,3,3,GEARY,3,3,0
2341990e1546bf309f1cf5f5ae8b9c23,52902,52889,1,1,1,5TH,1,1,100
23451ac0ffc889881981a3fa237ec340,20617,20618,1,1,1,PHELPS,1,1,0
23454bc574524447b977c79855be6db2,27196,27085,1,1,1,5TH,1,1,0
2347445483cf325bf9440c55a61ad4f6,27919,27920,1,1,1,CLEMENT,1,1,0
234950c623344eb030248b14e4d82e6a,24431,24333,3,3,3,HYDE,3,3,0
23497557429f1750c592b9a908f7667d,24634,24633,2,2,2,5TH,2,2,0
235b318594511e205779aa80884769e4,21471,33352,1,1,1,MORSE,1,1,0
235b4afee42c2bd869ff871367f4affd,52945,52961,1,1,1,13TH,1,1,100
23629a745924224863b5e8c578c7bd62,20196,33635,1,1,1,LA SALLE,1,1,0
23629c4dadec6c01efa11e452ccccd99,23395,23393,1,1,1,33RD,1,1,0
2364e61973ca6dee0005b3eccb88351d,21703,21697,1,1,1,TRUMBULL,1,1,100
236fe9a6bd97acb0e11fbfcaf3c9d60f,20617,20618,1,1,1,PHELPS,1,1,0
23731762670b3d81f5bb23beb9e8af35,21893,21347,2,2,2,DOLORES,2,2,0
23746007036a96f37cb3ce07270eb35b,21314,21313,1,1,1,EUGENIA,1,1,0
2375701c3197ec4174277c7ff922bc6a,27701,27702,1,1,1,LAWTON,1,1,0
2377a2b91f8c829a6ed7a3efda654dc6,25053,25054,2,2,2,PACIFIC,2,2,0
23781a7b05342817d777e5949b80fe4d,21242,21243,1,1,1,HOLLY PARK,1,1,7
237b5f42e5db5bda363fb2e2edc76a5e,20610,33160,2,2,2,BAYSHORE,2,2,0
237e252858b8dd20493d1cbb1184c8ff,26376,26378,1,1,1,HAYES,1,1,0
2381cf29721003998be35c20cc8de3ee,22036,22026,2,2,2,DIAMOND HEIGHTS,2,2,0
238710d6b4a186db70882039b0b365a4,26969,26971,1,1,1,AVILA,1,1,0
238835503e14fb52363f612a28cb4afd,20899,20897,1,1,1,SILVER,1,1,0
238877cce880baa2cad8562354f15898,24587,24590,5,5,5,3RD,5,5,0
2389d4e1364effa637b9a155b8c74077,27967,32846,1,1,1,JOHN F KENNEDY,1,1,0
238c79299352043f6c3d7ddf0433fdb7,21415,21393,1,1,1,PRAGUE,1,1,0
238eb5352b70efd403e8292d81a4c534,51807,51808,1,1,1,PERSHING,1,1,0
2391ec30f99031f0111aa3c69f6bfd34,25468,25522,1,1,1,TAYLOR,1,1,0
2395df47a39f98499b7ee5b92c1a5adf,25286,25313,1,1,1,VALLEJO,1,1,0
239c0c289b106a434fb5b799c54982e1,21340,21295,1,1,1,PRECITA,1,1,0
239d1d8e4858b2838cc90b1b90f49685,30732,30733,2,2,2,MARKET,2,2,5
239f3db9d3008a7116d50ee6e8ce84f9,26743,26749,1,1,1,MOULTON,1,1,0
23a0a779efece9b8b025f68b30af8e4b,27256,27260,2,2,2,SOUTH TEA GARDEN,2,2,8
