AADT_mn,originalFeatureId,shstReferenceId
670,168,6708ac7c08b66c27788884087b4ebaaa
200,169,bbfba7abe5e3aac3c8f370c5e39c72f0
14400,170,e04e2a4d4a2818e38a54228c11761cf1
1250,171,8141b7a60e89261deb506576d738eceb
5800,172,ea21835c6ff27a4e6e6aa2b42d17b486
140,173,c13947dc4ea28dce2b130262273fa6f3
10200,174,dc07e62e6e8281f332a746042fe89062
4650,175,8f4da3c07f8262ba06c8843de05edb2c
4800,176,fa6f8c1aeed43471bf0cdfd37a83c8cb
140,177,1a7be9cc9746b26d5f52d569b775b05d
770,178,212a34ae4009117f8c32744e1ba80a58
245,179,7e2e35a2480b1ee850e5f90dc8a981f5
115,180,41a5e64cf2ba5df21d332460e5cd6e4d
110,181,e9e51361ec6aeacdc2037af94b3ec317
110,182,f8b705ec59d6a1ed10e94a628ca99179
255,183,045ec3b4106a5cdc572ac8ec912610db
210,184,bfce550c694289940925947ba621038d
305,185,6464a8a703ea1d6334cfa98af6650c30
175,186,7e3c1dbf0821ee786517fdd98b9ab2ff
240,187,ca541d6867e9ae80db7592b3415a579e
270,188,19811dff7a99418a61978cad7ff64de0
130,189,eacf319903fd7cc782f33696cbe3e2ce
5,190,10a93d7601fe72014deaa6868d19f2b3
375,191,5b1b8240de9378dc9162c88c5f89874f
95,192,ab344fbc2dc6fb473dcfea5f7d9ff7b4
610,193,8dafe61a4aab5dc256cda5796911c264
2150,194,1604d4e39649fc32d131f5366f1b6ef7
80,195,dcd50eb3b61a45e4293e08cb7a40ff25
100,196,c8c3fae9ce6ae604d72ec93921de5163
215,197,61320bcb81e1005aa7206715e49005d3
395,198,6446a272757227c9088cc0779a089dc5
135,199,0af0e08497ee7b8892e6d39d5ea5964d
650,200,e72f14a2063fb9e8ed8b69525b80dbb5
6100,201,2701145b75d292f90ee9678d57f14e3b
520,202,454843143d2333e2b05fc984159fabf3
460,203,f91421d589bb3089f79366ec982752f1
400,204,d85b3ff2b86d9b99fd3d582baf4510f1
2400,205,80a9b1c2f6665bd556e1daa63de31aad
480,206,7db79610e74cb971cdc2a5d58d6f138b
2250,207,5493537338ed48f0f54ba22be37283d4
2800,208,0c89a1db83220eb74969430ee5bc7397
1050,209,cb9fad3e2b125eb50e04f195e6f77055
330,210,5326332955eb100d92b98470e540dedb
810,211,b218af89adf92a053e9e0d0df5b15ec4
950,212,c0b09596e25f50b087fa2abb2aa8b7fa
320,213,c8fba39971c4b9272c7d5ba2ccda3cfe
255,214,43de8f8ba886c68b275244fbd13bf08b
110,215,4e75ca601c1cca562388c7e362eacda2
720,216,8beab56123084b47e17bae066b1b42c2
610,217,f82f04f8b24ca553d9d5877f0f2c3d27
325,218,feba1f132a035b19c2b82bd6ba3a51dc
110,219,9e2abdda2efc7bc53a6c56991afce459
145,220,01503ed1dac314a0c8873b686d81ad24
60,221,281f43c8f59cb5c50779099d3f1f0b76
2700,222,d8b2f710424bc6741ee2e5644f2ed875
660,223,67b06ee3c3de3f00ce9f04308e179bb5
690,224,94a2e99016f9c1aa76c787956a38167a
1550,225,8f7053001a7ac1d68fe151e28ad17a27
1000,226,23df92f91ef91c9cbd5b759a7c4cd811
720,227,978c8b071ca3a43b3e40917e232b6df1
305,228,6d003e4b3ee72500446b5e3cb3ffb5d3
3600,229,f151dd4c3f2fa98d363fb785ce2fa243
1600,230,9300cc56e012e6ed7e9634149536b52c
650,231,4a844f3b70e82a6d7a78387997f00032
970,232,f5f199ab563e6cb63e7c40170558a8f4
540,233,7f70471d9c7f22c725c1c7900222a17a
610,234,a043671b152d4e535bc3afd2321cd812
1750,235,b70fdc6af956c24a64a7ab28020f9e29
305,236,b6c6840f5ad46e5364eee5bb3717f473
540,237,9d3a076b08932d8210d3188333c380ce
1950,238,de07cfd43be8205d8706bcc1f0630517
370,239,9d12208132c2ed875936d67ef83e8252
1600,240,254b848992c0b9edd9a7a72cd77f927a
710,241,87c66d321b66c008dd9ee572577d6c73
2100,242,9c4dfb50a67a1578e7a35f7fc65cb406
14900,243,d1d84bd7a914208b0f5e38f97278c631
3450,244,ed132efc2779d9e8f94030af8840beef
235,245,3bedce5adc15bb886d941b1e71fa2a6c
2150,246,e4f5f6b97ebf41810e57bf0936252787
590,247,c401d901c4f5c9762f76d252d663b45f
18200,248,6f01e4c36730e10e5560bc7aefe012c1
215,249,749a8d3c2643660faa07cd0a3db67fd2
6700,250,45c155cff2842d93f635e5ab16c9c877
1650,251,1f11e1d09d02af77a2ae51aac00a8e33
750,252,0205369845d5a55f075ad620f9d58377
2150,253,5465827f2dafde8f905f6be0ffa8abc8
290,255,5f9252bfddf817ce546afdd0ff925e43
1200,256,d172c655dc568079ef6490306a790856
220,257,b8cff2ab8c9560736188204d93c09678
6200,258,7ef6e513ec0e251e0f0c49df7cdcf0d8
490,259,d84fc4af08f9dbaf21a6fa4a395f050c
155,260,511eb0c0df683c5d3ee051d5c99200da
3500,261,a68ae1d45af5598f9e28311674494658
1700,262,ed6fc1fdf28a6a4db64a7373fd9e846b
120,263,5b00bc34d7b18da36d2a63f58f183b15
1450,264,27ae26ee19868cd7af05536f083eac36
2400,265,b10d630204d3d6a7aa91cf98bcff00ba
1020,266,d51a394df5e3d032b2ce1fe1c09c7044
4900,267,aa6498d539bc979e5542cda70983be55
150,268,a83bc2ab34844d3d934d9c5f74528e7f
520,269,648d99121f35d524fcb3d20c5f00804d
295,270,0544b859f6a881961f81725022cfd096
6600,271,8eb7288215beab2776a072c307778346
770,272,e2790c05f38be504306b40ff6d1b0f61
15,273,3d7bedd7a29814fb03d6c87ee3273cc6
230,274,69ed664f4c536f49d5b82376c5d9ae75
1900,275,822b372b81fd62681dbdc4496efd3c8b
11600,276,a1c84f35d77714fe94ae041f9080b8ee
12800,277,73d575492ccae2aaba438bd534decfb1
10200,278,ed0a0bfd45f2bef0dfa1419579597795
1700,279,5d9500d7a24f70da05c3d417214d4b89
6500,280,1f9c1926285f15eaa92af065e0a9ad2f
2700,281,b40dbf50429724cff76f32467a8942b9
1750,282,16ea7bc5a98a189c6db634f666096067
71000,283,e8f3e5bbe107011ffda9d049ef154042
65,284,4ad79ccafa24b9942e757f8b77474375
5100,285,8dccd2f50a454362bab7f246ad9381bd
6200,286,291ef89e45efc70403a0a957bfe3a432
2900,287,071bca3e872f248b1677c0d41f632d07
255,288,cd9cc4a0495edaf71a835a9f04311a29
12900,289,2450b122ab3115b551f8d8db56a932bf
770,290,16cce5ca672b390f408a4a5eb1404e29
275,291,a41fcb390ed2bd10414355fdfee7a127
2200,292,7ac730c6b6b257107dbc47c9e3dc78e9
16700,293,1ec116991fff1ca6c68b3f1266c047fd
16700,294,d2bf2e24daea693401ed136e7d8c5e4b
10500,295,8eb8ef6ab8f991aa73fa51a0ed007168
2950,296,0bf67906807e6f864538a4b50ee1bb6b
15000,297,e09674bdc795641ebcc5bade2493dbc3
7900,298,b216ddd78e5be11f40f46ae51e08f1ef
6200,299,234f97f5622af33677d4d0484562e8fd
1950,300,61fe7629b94f1d4f5f559417c2220962
2300,301,f494e7759c3ea86e7b928dbb128ff6b8
2650,302,426bf31bb6c1fc596c91246e2b93d77b
220,303,bdaf533dcc968ebb56abebb8c974a72f
2000,304,4c6024511906f517bd8f20db0f812f3a
5400,305,2aecadc8932d3b3779cc597043980ccf
5300,306,dd1e4126faf1a7c6e1a8fdd26637a71c
860,307,cac209b6586a5837be803d4efa8f2fa4
3350,308,14ec7e4ceecd49d1ff3cfbedbe72962e
410,309,f643165c7fc7eb845d7972a74d6cc53b
7900,310,b506878c989a5a36bfc6c5a3b29ac815
12400,311,de6b0f68f7a87f69bdb6de238957ba02
12500,312,64059d80cf70c6ccc0e51ad07f0dce59
10100,313,9a7407235337defb81bdf4669edc08ef
1950,314,1e280fd7dad6083f057cefb9bbc59875
950,315,c77bca1cec95d5215e0393e543afe6a4
270,316,1d49f2d91dc2692b018ad707a025b0c6
7900,317,5485db429b2b8670178805dd9f9173f8
6900,318,df5912db484830c8cdc7776cf54a0978
8200,319,90397cc0240f96c075d838a968ffade3
2100,320,9b08b788b93ab0c3c59706cbe77fadb2
940,321,241e9d8d05768223187868bdb31be380
1400,322,402aa0bbcf8b1606638e37e9714fb988
4800,323,0fedb4d1e9899c8cfca1e02295bc81f1
4700,324,8fdb9ca7cf52c25b3d6297167805dc87
9300,325,b35bf6041678930dcb80549eb3d79a2d
2900,326,ab5c6fd39bbf6c13819673fb73fd2b7f
3450,327,2c6b15cf2a9be4dbb19f9b75a789f18d
5200,328,250f2aed6f1673a1fa0c8aaddc50ecc8
1350,329,d4fa403b6bea49912d4735648fcd6a59
3300,330,0f1c264b26fb7072979ed20074f1162e
31500,331,f2d7eaddd1203c95c9bf405c822a3ff1
5200,332,571c7e222b02d6e611ebda5d324fa193
6200,333,5826f19483bdafd29143a62f96e35079
6600,334,9bfb45b171e80e9744cfd17a7405acb1
1050,335,3e1b4c0c02ed8535a871ba5ddcef8b7b
27500,336,81dc6e9c393f0dccaaa1774f4a566e9c
46000,337,05d05d4a1cda344d5a390dd8ba87dfbd
1550,338,97d8c418ea8d3c75cb6cbfeeab90eae7
2950,339,25bc51b05b16cf4587603e989766410a
3400,340,893c955ec4d155c3684b63f1f85d14cf
560,341,6c3b724788ad8a8c4ff583e03039a9c9
6800,342,a5d3e1a30b67a574b2faff543ab10716
36500,343,40c371563d1d6ca9b53d6fcf5d56f930
5300,344,5211379ea37ecc55117026f4b17c5adb
6800,345,b3d5d3a3161329bc90d12285d65fadd8
5900,346,edd6455bec2db748d1e75a465207bf79
1350,347,0d35dafae55366d32b6e54324b9219c4
530,348,1dd6ae3ba788e3f82d68fe42679c3de5
11400,349,5a0a2b3334ea8f95155e1857d1e6188b
8800,350,b62a02af94d05d1609f77f8a867b6e6f
160,351,7db6ace92670e46eb28ac08cb25a0af4
1100,352,805d10d87e2e64256d61d998a0f57d5b
55,353,ec14c436bc7a944ca197c5d5e82dc629
3350,354,f2837c7db4644534c801e7a154913dd0
3050,356,31056899881b32364c079ed730851c4c
2100,357,c10ffe68eddb576f5f5b45f488f06b27
260,358,8538008ae2590d11f0d0c34d1077b91b
3650,359,a9f6bf45b559d23b9202d1a69b492c92
1650,360,28fdf5e44637dbb9e0e314446407c70e
670,361,20a72660a639915200badb397d0ba575
4400,362,378240e660de0881d4f493c43f2004d5
4900,363,c890dab342aa06c6ee4f160229982d49
2750,364,95f9044a5a76ee652dcc340990ae08ea
3450,365,5a6f0a5467f3957199c3f593cc5cd960
1500,366,9d634e445e455e4d404176d2d14ee850
17000,367,893f6e9fea1d409bebc95a7585231326
11100,368,6a9ff59527b585ba8c62ad09e4a3f962
12300,369,f42788c1ac876b1707fd3431bb2f1cf8
18800,370,21ab47128d4decaa7e91eb1125dace10
2700,371,64120135006823c02fa128c4131f1816
4000,372,a1fda4453fc64bc6af90fb1e0c232973
3650,373,3ab19d8eff04b07fbea3e37e33f6fa0e
5400,374,eb8d9526f2f4c463532a0bbcd2d12ec3
1700,375,441b078b244225bedc63dcfeedc77b4f
5500,376,a6d286c78839963b9efaa61d140587a4
5600,377,d8b3f546174aa9bd0c423b360f62c7e8
2700,378,6731f027dc98b0832f84ab9f387c30ca
620,379,e50cee8b879c31984ff73a8e7ea0ce69
2700,380,3e15b5b809ab8509490ea54fc807b8c9
930,381,59005849e93c526b05d9af500073a7d7
5400,382,caa5634171f751b95a5fbe9ec00e74a4
1050,383,a83fd1e0df29dfe99e8522431c34d76a
2800,384,527036c789d76ba4c6c47ea97d5bb9fe
1650,385,58d04dc0770fafedd199cb00a66800da
930,386,8dd88fc0c5bb3a3c814ea035780d5206
485,387,e8efee4593722925a04f7a2b2ba01c94
4500,388,b4f5d65ad4b0fdd31d54b3093aef7d48
3300,389,edd0c958be7446381e21eba6d9a4d691
3250,390,842539eadd577c3fdd2103005d448943
7500,391,8a16210b4873aecbd21399a32c55fc75
2400,392,adfca8ee5b015424c722eca276710e73
7900,393,296bb5e9ded6c96cd942dc524f01d98f
6700,394,2400dfddeeb58c8005149b6f28ac40de
2700,395,5ed8265833810b4de2f33e6f0ccaf894
11000,396,f1db65529e201873e9200e36edfb9de5
6500,397,ec7961c15dda3c7bc8750a5bb4c0e523
6500,398,d944b9c035960b4f1ef83fed7f0bb88e
5200,399,b49d57b1a4ce2c3128bf504e7fcc7924
16600,400,8bbd92d535265ca521c2b86c99583821
1150,401,7891c2169d5d854bfb463d44e9915942
840,402,3c6f31453f1c38d0266fa07d10439988
2300,403,2cf32b14a242d71949403734e3c89004
6100,404,da51667a21e28421a76bfc76935a2458
8900,405,f45d8e5b7c0368e1696479a6e7fbfeb4
7000,406,8bcbcb870d359fbad510c56909d984c7
2900,407,7b6f05b07c3e490737f791aadc842aa2
5300,408,10cd2ca27f80ba4353c21dc982d9ffe6
355,409,16dab4a2c76e532ff5b123e02ece61b7
300,410,65163c68d57800ac671f0889282c48fa
680,411,5b449ed1b46f9ab7965f66990429899d
255,412,fb35fccb5daef47e3859801558bc9555
710,413,8bf6b11740cd392980e91f2f0d7ffef2
590,414,4081fcc4615d6e6052871798495074b5
2750,415,e0ae584f471f786e5fe69b5344e72af4
515,416,9b5bb1f0c5628fffadc3608e71c52716
475,417,6688513a9cc1cac407deb033c8e4e567
80,418,49ad73815b5ec2a02d1ae9ee3c8ef51b
770,419,f531ba7d4d3c08feb897c4111df40f40
3450,420,62fa50754b792db626769a8cb3c0e8f2
370,421,4ae4a971a73c1dda717bfb5d89cad4ab
1250,422,755db3654abbf249c90fc5202e3aa678
315,423,2a6101d06cceba9aae4bcf1a13e9545c
105,424,c0f7a7a952bbcb659547e8f64fac4627
1100,425,aab424bc2784d1550dc1e081582401bb
1350,426,1f7b46f47aa59c0153a2d244315e94dc
170,427,eed7170eb079369af6c0e3223d6113df
205,428,b6628512ac102d7d74ced4ca381710be
95,429,6a6d08864bf857de2587ae22d81ebd82
295,430,39def3ab3bd0ed4b370eaeee5e4454c1
115,431,585d204b505f20e67f899c72a4262c66
950,432,7c6fcdcb32a69c2e6e5809d4af3e137c
550,433,391bff82bfc7b842781014ef889d01ad
225,434,9548e9bc19c2e43efe926aaac1e5db90
640,435,d6b0449cec48363005265681dae520d2
2250,436,757afa0e24297dbe9822f78576e28dcd
10800,437,46b245ed79f9a4be5ba00c9157c803e0
6700,438,f7d63105d8f7d3a558690bd3a7ff5a6c
1850,439,46a6107f9442282274d9db104d8d321b
160,440,aa00004d3f052937c0b71d5fa52a7886
6000,441,be37d4ad84940a59ba676e757cd45c13
280,442,98b286e77d5181e98ccdff5ea5a8add2
85,443,745e351173e400ac8d3f2cb2c92b7ada
95,444,93fb100cab41801c7304fe371f82fe56
370,445,28cd70ccb3f8df2bf908e3c7942f14a4
3200,446,1d09c39d553ff59da5a45f8d2509e41e
800,447,92dd04c82ee769028bba155b6c46c667
360,448,dd7f2a0037d2299ebf7a5779a3d1033d
105,449,8957c3432de68a849a298d4c536c6f9a
55,450,69827bf5a9a72c5259e329740fe63972
185,451,c41f4cce1bc96b8634f7dc7f68b6e32d
80,452,7652f302c06c6629b0e1ca95c40a9018
385,453,f8946446bf7886792f6fe40e8d6d3d4d
80,454,74ca274ea2c5796bb6bfa9c2e039ddab
110,455,060650830b2df3492fed9dfd90392ed8
150,456,d33ba57eabb515e1791beac1e86fe155
335,457,70a0625feff5ec448753c4a487660423
340,458,2bb80cdb4ec7e3b669a1411accac7805
490,459,77cdd6b9a461c006e438c4e4ed852cce
370,460,1704c679783694dd525b5b61e90b30a9
4100,461,fd8429abb2a864dc405108aaf4222c98
345,462,3c3beb07cfa6ca848fc1243e405e1299
250,463,5579b37fb54cf4b0f0512b5c0ab72743
270,464,b614272525f51eaf92df1ffd65fb8bce
1050,465,004d3941435a6dff9aec65feb67c21f1
740,466,bbf2e680566beddd25990977dcd3b183
335,467,4cbe7e6c53252837a85df2bea750f845
205,468,247133434ba91e0d2b3f9dc39bb16c72
75,469,99aa11881cf0a9e33660fa69e21c586a
185,470,e8f3ecac4daaaf45d3829393632b44d2
235,471,f3bda36c2aa185f2dd23cbae07b1e5e8
445,472,9ec2631068a64639e476f819f264abb5
250,473,709c3ba6c429eb9e29e4bcbe6280946b
6400,474,1f471abd7b9ebf4b458497a2f2bc4f59
90,475,c1fcb3b398b44161b725153ea65b8fd2
650,476,999e4496c9887fd80246dc48fd05df8e
1750,477,dc74eb3e321f600f587ae79e59fc69ab
9200,478,38d81aee4a1960ad977369e6575a3773
145,479,028f334e09f738e79f8f275e3c9af927
900,480,fccec9bf36fb2ee05a31384ed15a494f
750,481,847d935d1b55124175e8fd870cfab9ec
6900,482,049cd705b813efdc83b1be27313f2005
490,483,b5036565a258f13225fe3b4a41ea2df3
790,484,ce2a509ab41685aff058902a7071c9f8
2400,485,c9736cd82a4b008988a93133969392b3
1500,486,718c5d628a342348aff280f835848dcb
27000,487,e3b588c9250787b7516a830dabd23462
29500,488,91bad81012242f272ee5eb1cd6b42b01
8500,489,3e37f93e933e92c5f127682933a41ec1
9600,490,5feb25e368cd59bc6a5efe85c35f60fc
15000,491,f0cd4caf9c296eddbe21736d9b13676a
6500,492,617520ef6a6f62bdd7cf21fdba70d50c
1100,493,2ce3bdec45e555d801a6738dc1df8989
810,494,c09404c22a00b81fc0226043f9441e11
540,495,aab2f2be10a2362a24ab91c7f0fae118
530,496,ac655e8fa494065b3d77c66fcf61cd3a
135,497,b53fb02f7c6299975dc99ca07fa2cf67
100,498,a1f86dae476699740951d8101ca9e7d5
610,499,640be2a1e03022bfb2634dcb84dd568f
135,500,6521222cb4977345e8537ca68a4abfff
185,501,743184de0c4031ae8a486f69995bdc04
3100,502,f5a4544f185913f6421747a0d39af432
75,503,9c6c1936f2bafa54ff4a0a9c120a486b
160,504,a2d1ed0c8d3863a1363ec18b67a4c583
95,505,e8cd96a177178623fec5ed8e1e0c2dcd
480,506,c18c3a0f7574d5bdbbfc42253778261a
245,507,bfd803111079f0e6f9982224119e9244
385,508,24a51a4e7073bed214b7b84804713133
3400,509,a66af9484982148a6d32e06d7fd5d55d
1300,510,ecd5afeff0d5e6d6cdb7f8683f7d4450
2900,511,3ba5d071263f0cf3d9f8cbdd07d13ae8
300,512,19be224f1c6b085bf4a817a6c4acf77d
1300,513,ee1b8a3087a564260184c0f4790f5aab
3900,514,b262bfa9dcd2b7f00507a49eabb77359
4300,515,30b24b11268d916911ab37ccbbd5af8b
145,516,b3208be182500740475a880f50099674
620,517,9f186574f2ec2e113b9ed2c435462407
460,518,83bb93f02ba0e5f8e01eecc51b987020
670,519,f7fbfbbaf5231946681f32777f744487
1700,520,fd5b5368a399237e412cb4fd18169249
520,521,a5b4e5350cd02baee855de6dd72a5e0d
460,522,60797273ea4d8f179948936180b4f688
330,523,7722216571fa4d3b2c9716a6872c7250
280,524,fdeb69d1722977c7b29713a208ef363e
1900,525,1980be765282772a9cf9d87ad014f4b9
710,526,7e5042c76d016a9e3aeaf6b4306a9e85
