AADT_mn,originalFeatureId,shstReferenceId
3600,2731,4a2e49610028cc392fdb70e7a020434e
4000,2732,bda91f08f26797db02b6e2a8435269ab
5500,2733,2741faf1565f52bd473d06dbb273efb5
2950,2734,706db7d95264a7cf0957e315c3f8be5a
7800,2735,9610254dbe7f9555bcc3da4ba4098edd
49000,2736,80d9df1a19d433bf7f6009e9b62d5e8e
12400,2737,e36ad21b7eee36ef89e4bf58b0ee0c36
21000,2738,74c5089dc5729a79de60f0367cc1c19a
30500,2739,911562901a55c460435c8cfa76ec0cfa
5200,2740,eb683f0075c08481cc4add33b0afe0d6
26000,2741,3984deb8bb1b3e18f388692fd44dd8ec
15200,2742,6bc758c6b487621675b3fe5277428700
28000,2743,de59f75ccbf4cd77d39d2fa08d29fd2a
15100,2744,92c495aca5b8867fdbacb857fb484961
54000,2745,176c04b429ad8888bab7e3b34017bae3
10800,2746,4b9fa35470b858cbf2a5558a9d85cbec
2350,2747,51799b9adf46bbf32e4354ad5245fd2d
7700,2748,b4256b03a6644e65e35bd1d310e83214
9100,2749,af566cb4cbaa355af0e5dc4b46f2550c
6700,2750,1ddba160c8db045bec726099fe73a3e8
5200,2751,ce1bdc649faf6e9f2085a6c72aa3fb10
18800,2752,1fa634162b26051922370f6a898409b4
14200,2753,c36b28a1a04c3421b70f715a32ff22ba
8000,2754,28d81da4a362b041ed5e1fae7f3bdb5b
6700,2755,2171407785def1f3bdc381641ac5379e
7000,2756,f86e5a4ef7bb1d458a10a4d8ce760ffb
4100,2757,602956b79cef9f0539342745475e6dd8
50,2758,a588dbd5ebf91f87d3e0ee060bd6a72b
960,2759,54d9a7e94eee8da7e4003815676d2167
510,2760,30d421ba45b1196b3a483d211ba19ccb
0,2761,189c1404b9aec805aa375226958988e5
0,2762,574416a416cef05ba9e94f1b3d22bb6a
215,2763,65ac8d428059ab73ddd5d5b44908dd1e
285,2764,ee95b56f7cf9317b7e68f76a67bb5bae
9400,2765,762c16a52b157ad11484ceada7771f5b
1500,2766,aac8f0ef0384b859a8b9f7abe3de990a
5100,2767,635fa8081376ef4b875e93bb7fa7ed30
235,2768,893e6b9d08f4631a29217a8fa0bb4372
120,2769,2118ded28f1542151debacb700c4f83b
720,2770,65e36d0395755b4c68f149196b780d74
2350,2771,65816fde22728e888e0909d88f989378
1350,2772,cfd937ac105be926e9a3f63fdcdd23de
7800,2773,041e840bcc0b719808426ea304a3dccb
475,2774,51434ffeb2258983b67c228074aee59d
1850,2775,12276b2619d9f57b1f87446431ed4ee9
11200,2776,b920b58cfbb1d3f8c07b07421db7fd16
0,2777,a3f207b0c3b91a44887fb87e48746a22
3900,2778,df7ebc938efda66d03060ec8a06307f5
0,2779,ad43432ae99b056d6d70bd3c0d8e4bbb
3750,2780,ef247f2978562ca2a29eb2211e5ca0d6
170,2781,114614a74c695cdbf3e0f11dd47db30e
175,2782,7c1fb6d425197d4965baf120fb0b2f61
540,2783,2b0287bb7e8c057fcc8ab98f445768eb
0,2784,9c0bbd9bcf200d259799f92404c3f231
0,2785,e2416d39a177ad0a53173ff2a3518888
0,2786,05234b49a3d17a47e4b381607cdb1190
0,2787,a0da74036560ae22cc8c7bb17bc549f6
2700,2788,07e93724d64095f4922843d23c82944f
2000,2789,e6f0fb85e5b197391059b47f3d96f3ae
305,2790,9f63a1c99dc4bc98375778cdc450300f
570,2791,c2025657184ac9e4c78c89c1021e4ba5
1050,2792,17649d151f9d93847b38c34ec54020aa
205,2793,d6c9f8d3d47e11a824e649701c7c185c
290,2794,d194f914cc2082ffc9e444052dd081f6
45,2795,8b1e555175a1e1ffbb65a808a040dcef
175,2796,b4b832fbd6e1d2be4abe5bd7e2335493
390,2797,1bda6e89a44a5f538a2f9df6b492eaa6
330,2798,f7cac0a7307116def609452c617c593a
1250,2799,415adffb271733bd080d5f12db8df205
920,2800,e42c725d77bbdc2dbdd81b6e193ca0b4
270,2802,bacc19dec8084d47e022a054f0f39ade
3400,2803,508da881246ce502539ad3d43852697b
1700,2804,769b4c73b11eefbfba3e7d74be8ae59b
3000,2805,43517a4400e1f2bf111acc2d3d018331
1600,2806,350c0523191575ca558d803f7c3274aa
1200,2807,47a5706b24c6bc8207c4059dd984fb3c
0,2808,9b2e71fd7ef0680d270fccb8f129536b
200,2809,acca7cb50599a512d0df54f3eab763d9
0,2810,bf58783ce651fada969b19cd2df09bd8
1350,2811,5cb4901c48a663437a00674c4c0da7d9
2900,2812,5d537c3076ad40c67eba9a59b6069472
0,2813,e9d2b53eb28de0ce7e7fc0f27b6d466a
0,2814,a172d3d51aeedd3ce0c1c8f1b4c2e9c9
7200,2815,cfe5b8db3b089d17e652707d6d582823
1400,2816,971428fd8aa488c1cd2bcb5ffc3f2eaa
700,2817,bdd0a3112f4938e01474651eab77cb99
590,2818,2b9a5152020790aa6e0ec06694de73b0
0,2819,1dc24a1d9a253c853b6c6e37fd673f66
380,2820,e5a1316fd68539c0370902fccf85f6ae
14700,2821,bd2c762602d2aeff449299bec457c17a
2300,2822,64ea4513eb18464bdd453c070ed20f9c
1300,2823,d6a436508d9c226b377becbd59e05483
1700,2824,c7e5c20843e1ccce588f3098a0049431
14400,2825,8df11907886f2a643326b446af2ba6c6
10600,2826,95754ee0dd17f47ebc6278d0fc7d5d53
12400,2827,47a6f34f695cd7010aed4fa3ba25b242
2850,2828,6797aa5612086e756c809821662fea4d
12200,2829,4b72b04aa91bc7d4f4cbaf8c66b93611
9400,2830,638931131a0b13f8318e0189690c62a9
5800,2831,384bcff1a5d03595709d83fb812c5bcb
144000,2832,b905e0b73c9515355954f4577507719e
1650,2833,75344629ed44a28efb2d464978d38b56
3550,2834,96dda60518f73b69d83d091543f2483b
153000,2835,0b346182738b0603e294b1e0d045ad31
15100,2836,148d9d454286dda6acd2b993cd5432fd
3000,2837,bd85e793d260d1c2cd3f87f72059c4a2
5900,2838,f01b01ddd75ef6f54e42249a7050473a
2200,2839,0ef35d0fda247b78617833d1defd45c6
7400,2840,5479cca74f2fa139719cd613a93f537f
5100,2841,26c9e05852e9ebc83ebdcafa7539d17f
4750,2842,95d7640537021ab7422d11dca63233b5
3150,2843,7450a632310fff6955e0680927f7fe49
5800,2844,5171c98ecddec94f2f7688e0886e3495
7500,2845,22256deb8288a47efa42ea8ae6849285
8200,2846,ddc9ef92d6d1a625dfa39124445e0330
9200,2847,1e21eea4da1f2d5bd924020927ff111f
24500,2848,d0bf8962601651fb16b072d1362e7f6f
1800,2849,1593c3f45df5d059f5974f1b9c927bbc
2600,2850,c2a7660f66885f28a622defe6f6c179f
6100,2851,98430449b843da5f72c7dfb8ca8ebe9c
10500,2852,069e87213caf1e33dfa2aacf49292de3
5700,2853,5459165722fd515a31d11200618993ac
3550,2854,7ae4abc7d1bf91ce836c10f0a508cd2d
9500,2855,bb5517ede2ba8440e8cfcfb4c5d0e55f
67000,2856,d54e1991830617b5393179e448815d3d
143000,2857,780b6a83285f9acdbf566951917206a7
16000,2858,72baa45cc14fa6928de592cde7791ff5
8900,2859,26c6fc31b3ebf3d73859d3d37b0ec134
1300,2860,f69c3318fa0b6bd30f3817aa3a9587f5
2850,2861,cde6791453866336f711d14eecd8973b
4300,2862,f6db61766a62def7208987b234ca66ad
9000,2863,f86cfd4fe453d811df9e99c9d7e6abec
15600,2864,bea176bd7f1261520f90cb7e0766f970
7400,2865,df6820880e0a8b82ba3aca864deb368c
3300,2866,029fe4c8273307f61c24d1e926ef5f8e
15300,2867,964401b91f766165cbca117fdea3488e
14800,2868,5ef55ce1c3526923c1ff57326512196b
15500,2869,b6a9196a0460389fa0c8940d86a74b35
3900,2870,cda7fce38ca9f2a07609fe43ac56aafd
5200,2871,21cea2ee306e8a352efdb9f39babe530
5100,2872,8a9bc2b107c7bc7db8859f8b086a76ff
5600,2873,ca5d3b9248cfa69ecf97e2f6d5cba13f
8300,2874,4400dd235e19b3a44f9c492494175004
10500,2875,a3eee7c9797ad4e9a1d3c9e6f04e4659
3800,2876,d3bf65b04e2d6ae5b2e19be49ba04932
10500,2877,1dca2dd6669620cb5e24d4579c367f9b
14100,2878,69b40d032fcb4bbfb69fa131f314152b
5900,2879,d5c475bed6e9136831c7292334c08be3
3850,2880,680578fa35bea169a69c1dce3b2326e4
1900,2881,97c616a76d38debabffa66a3383176c2
5900,2882,76a880420985d02da4abe6087a0abb68
2400,2883,a77644692af9edc3537ad8058d294171
11600,2884,05711b1289c36170e9f5091d15320e56
5500,2885,f70e44021fa6caf9d632fe2d4496354d
1500,2886,48834dfb5cab0ad719d894db62b40e04
660,2887,8d1b491500eb743fd3fc0cee4acf4bd0
225,2888,be90ec915f45f80643bdf718352e992e
19000,2889,6b634c0a722e2ab4a160cd7f91ce04cf
630,2890,e0795f147fb9b0c9b47bd09cc96af130
4350,2891,28421e19125922ce4103d1fcce48bf6a
5700,2892,6920d50490601f5df2e19699e590470c
14800,2893,67e64fa5c2563301cc530ffc926dad0e
12000,2894,460cbbbec9fce69979af0921658e47d4
1150,2895,493a400b24cf88794eac2f9ecd730327
3650,2896,effd9c9bdb2425c339fc65fcb36e830b
11600,2897,29f9a0593596fa1f1b21b6fa1b046430
2850,2898,62d716cb59e6c7a1cb67969f5a54a6e2
2000,2899,005edbc5c90c0ac632aeacc782dc4265
1600,2900,81b518e75ce55c9601dbf96f1f1d63ae
3800,2901,6868604a1afdb5689736fbc49fa853bc
19900,2902,1529107b1fc6d77f645eb70d75376ad3
6800,2903,b1bc5b1681bcf02594de96a0c2b23040
10700,2904,c10999e5bbfc4051609b29b8fa6b8029
15700,2905,82c2e3e60266355390298bdbb0bf9a31
3200,2906,4b633c6211c17275b51b422ca3e6202a
820,2907,3f4ba4a423a9edea1c2f5ad5acdcbf8b
12100,2908,d8cb4035e6fc37b9a8fb9e8458f02179
8100,2909,c3821970bac623f57b55f40a5e62dd70
4650,2910,e75a68b16d8f7eb9db75ab62dfe7d7e6
1450,2911,623f7d5a1b5314300f3674e29594a7b8
6900,2912,96b6cc2107b6cd223bfaa3d9357bceeb
8600,2913,c3d119370f2da6ca4f97a0523d6cbaa5
4600,2914,5c05bf748d580a8d42a803ab0e088321
6300,2915,9f0def70a7a45bf964354267e862ee0e
9800,2916,517559fbfe7681e8b68bb29f2c204d36
3350,2917,9c7984fac848c44bf195e849dc3aa7c5
7500,2918,641879bc250602d791f090898475355b
1900,2919,5a042975b88bbcd7d9e0a17e5fa17665
5800,2920,7d8fb5702bf243db67c5bba3d6ad130b
11700,2921,530e796a73f9411a18bbf56911a17a94
3050,2922,43d4f60be8fb45c38530cb94861abe2e
5900,2923,61e6656ff8d8e235aa3eb8695d081c10
20400,2924,55e5cc583ddfa16dac58193d62fcdba4
131000,2925,16f5ed52d0deb314036923e5a345068b
8700,2926,6baf2ebb3a61feb0a2c136666490204a
7200,2927,49cb5c27527f1956115697932176d85c
5900,2928,0965ecbeaa4ed97a116b5c860f70c6c2
6200,2929,55360dbcfd3b8fc403e54282f59b644a
15200,2930,519c79c6a75786905ea21a9ac9791560
5000,2931,8b763084269d307114fdb7a81ef54759
2600,2932,04f7e0fa750fbee1dedd9a95cbbf9422
107000,2933,f9863b404b2f4958407b08d8a4936d3b
5000,2934,b2f0bb76606fefb3cd83948688660f54
1450,2935,730e51203c5321be5e004a800b9d0469
4300,2936,8a526f4a16e76cb1a9679f37f4ee679d
13000,2937,a77d25030587de0f1972ea59e19a9080
10200,2938,b59b61fbb8827fef835b5580e8b28e18
11300,2939,3a1c35166e8329fc335f66ed516b18d7
950,2940,28c415e7fb1b47b1b9c9d83346e8883b
5700,2941,01e0f324be763e39321eb5f2ab99bfc3
6200,2942,20c767b7689ff8944075f24a01aa969b
5700,2943,f6798e82b2dbfdb52ceb0c4c20c36a8d
1900,2944,d3fbf9df3eae783a687059846199f5c9
19400,2945,190aaeb5ef7c9c2ecc6cd80f2fd9535e
1700,2946,39ed6dbf110e96bcefd8494ea8ae9290
25500,2947,c23d53b3025883053c533404501f40a3
1600,2948,dae04fbfb12217bbcc08f61f54e0ba20
820,2949,93513a058f517da7ea5051ef853533df
5500,2950,c25416e32190d433e51b57a51ba92526
415,2951,ef2a0794964f552c12899e800852bad8
770,2952,1975aa4a86732e932b7e3ca90e08e92e
23200,2953,bbdf15d8b4b443470f40eada2d6b311b
6400,2954,57fa46d1213018789fe1f632e9042129
5500,2955,b3aee04158c29064ad4b211a646d9c6f
5100,2956,fa2bee8da5fd7b3887ce7c3af5fff776
4700,2957,b68fd7816fe68f24aa526ce6dfb67ecb
7300,2958,7511ca8158e88a1c2eac1014e0c3f765
5000,2959,8eeb25f4eda07e1b3405e764981aca4c
9000,2960,7d88a8e246d82550d9f36987e6c71542
7900,2961,030f2c7945b71766890d2c051e33aa4d
10500,2962,69bf5106c66d5049fdd4f555901a0711
5300,2963,a5f2f850cd015244e59549559b4e7267
2400,2964,50a6c5c2f8ef04153a78cafde6be9e26
8900,2965,0bd7ab499e2f2702eaa72debfa7d2be8
15900,2966,ee9628fb8f6ee65ab497967ec7108cc2
3000,2967,62b9c88d2213a4bcb5f812a918e13840
3600,2968,5d04d907e08d285562f34260236ee054
3900,2969,3286fe7dbbe9661739dffdc95622d54d
1800,2970,bb8ef47775c27ae4985b651de62dde2d
3550,2971,2d418ea190f7d69231fafbb08adbd662
7300,2972,85bc5441b8276aa38319e3ebaa071a41
22900,2973,c41b684a1979fc0b9697bacf63872f9b
100000,2974,54207a1301d2710beac607e81aa97c51
11900,2975,b8b0e93b19a07055c58475e86dc495d5
23900,2976,b0a5fa8cb46a6ea6ab44bfc7dbf693ea
19300,2977,176c609d663ab7f125a430a6f779342e
26000,2978,1af22c4f93c4fdf362f8b6313523e063
17800,2979,e7a982e4f3150755ffb784693d120370
32500,2980,f542fee1c70224f10dbff0e8a9d7a456
23200,2981,0bff7197f7e24c779149b3d83d79cc78
15600,2982,8c86672c8e75c8c7c2469d4accae325b
8200,2983,f3f934973c076f80518671fdca016e5f
31000,2984,97017ab56190fb571ca76edb4c73e9cb
27500,2985,76731d98fa81dca0e0db2a956276d62a
16500,2986,74e13f3bd03a16ea95d4a17a9b5e2a02
3750,2987,f5ff5986997cf4ae6dbea1e38b819b9e
7200,2988,9978989fecbc6e9ed4d611c134efccba
380,2989,37e62f218a3bbe1e40091889643fd921
15100,2990,132c510f9ccccad060fdd9ea9ee1fe1b
7500,2991,a8b89f4621824ab22adf56af2d0bca0f
3350,2992,f01e62bd2dabfb0db6d464f2a50ef072
6700,2993,5756df999f3b09eb7eb2a6bf0b5b0185
5400,2994,d72f4de78115f39f611d834877bec73d
8000,2995,06a50f1a07ba70d711b1517307be7599
2750,2996,fba916fa8074ac8f5755b8c2fef9754c
145,2997,0000187903f35d48b28636c5cc4ba7c7
30000,2998,1a64fa1ce61e44d4e09ad1801948ba53
9000,2999,b842beea59d2fd5c56aefb428d21978d
8300,3000,bb109ae15e8c857415d8dbda03a88830
10200,3001,b3dc42c08a97b1e0239b1933609a5fb1
3000,3002,5ab352d8929b61ba486887c947b8a330
1900,3003,200a36fe6fadde60c67e608cd2fa4579
6000,3004,178e00bf160d6e06a98e575d52bc28b8
4850,3005,152878b0333dbb270b00f0143a5dfc3c
740,3006,39590b70e4d78b99d8d3095f38a40e45
1550,3007,71ea69eef4e1deb29a189a7208fd2a5c
81000,3008,b54867bdc4a723334afc7ec2fc61eb69
56000,3009,745c27d91183f087c68af11470274743
83000,3010,039e0104258b9321703a000f785ddb93
39000,3011,f4b9cd192dd0752ba4ad3820b2f32c3f
7500,3012,f4cdaf406883d1f52569dc4d4d78e244
19700,3013,e7684d5e1bc816323ad96662cf33cf05
5200,3014,8944eb21d99beae833325d2e5edf9752
11200,3015,bf512d482be1402d88ac77c08988dc65
7800,3016,779778278b8b1268be52e699c377af19
2550,3017,37eae66341aeb02c5b870d3077521e6c
29000,3018,970902b01aad657f34a50fd76ad81c40
8800,3019,3be9f89b98dd4f10e2e6f6bb9ee8b422
25500,3020,6522279662ad807ed70de30df2bfd5d4
630,3021,892be24d15494e05d5ad4aa2875f1643
11400,3022,e2bab16e132b5ebe8cbf3a0b2dd4a4b2
9000,3023,95e5533f31a0dcb5b29851264ba3b23e
8800,3024,fe13535f54ef9015f35987afbf5cf1d9
10300,3025,7410daf463fdf21e7f9fc26b340718a8
5600,3026,ab42e8026992305d75cbeb785de10db1
5100,3027,3c49164ef497b9f06330588f0cc1d5ac
5300,3028,73d7193e9b1fdee049c959a698c9d271
4500,3029,baa1582b814e488c975113311901c96e
7800,3030,2d2472f9e31ef73f505d3b7437bf04a0
6500,3031,deab78bb27eb3a7803a9fa08b8cd558d
7000,3032,3f3949f02c06d86b82f82237840810ba
1550,3033,7442cb9b4edd6595c4364f5aa2e1d184
1100,3034,cbfae68099ba83a7267b429f3deb8c47
5900,3035,4d55565097bedef4c7242781256cba75
2650,3036,efe698c11e3a4ff7c8bcc08fb0eb3fc0
2300,3037,9410c9028edfae911853658061bce7bb
830,3038,16c8794a1932c88784fbc23fe3daebd3
3500,3039,aab9443c4cf6c9ffe823de57a0a62c45
3900,3040,4ef80281901277363c0f41f0f3a9cdac
2350,3041,c3464c9ca4e47f2413a37caaaba6b62d
7900,3042,3a61c8385084a7310b4ffd3a2954efe4
18600,3043,998a5f622ac980d1727fdc9d76422811
3800,3044,3c7b2ed6c2ef32768d109fa896bdd29d
2250,3045,c1457d1754b919401ed7c9406dfcefa3
1750,3046,97a3b0909dd9b7f0605ae55b09f649d4
3750,3047,b9e91337c5551482013fd0beb4d1938c
4300,3048,c0e6f41529473cea752887eab4c30956
10200,3049,63925b29169b0191dabc8327c5103e51
7900,3050,394b8ae4e3fc28812827f030a4070332
7600,3051,f56dd37d3d7d34d453ebe49965940488
4250,3052,b3a9a476eae625d206dca1b3b4d72a28
96000,3053,c7ea2fc27410ad9b75487e635fd6d578
11200,3054,e991f03247f5f568c4e64c2bb848da26
7800,3055,a5592f48554baf27a6ea90a9bdc061d8
18300,3056,d84d32ff46d17dc0af7d6455a0311786
5100,3057,7ef218acf0759333a06419ecf9d6f293
10400,3058,1232056f4540b037aac904db18ca17f1
6400,3059,60662a42b424ab07054986f06d11effa
5000,3060,2b7a91077adb626bfcb72d4b0b91712c
13000,3061,c5fdb7e7a5c31ad5ccf9c6485c6fc441
1750,3062,f8d17b555c6270f62f2658a1e3de8601
9400,3063,c678095cbe2800187c7ce455fc239394
8300,3064,3d9cb5cde90facbf12caa09c27682019
12500,3065,5ad53381de51bef46504ccea7cc43fa0
13800,3066,88f64fdcb25b2a555be185186ec1b8d8
4700,3067,bdcf699ae95b21f50feae21e137340e7
9600,3068,9891280761e472e209eb394d629ae9f0
13900,3069,a5992a2539fe71fd0ec9ae5cc1b9cf2c
9900,3070,5ca93b0a4ee043ff600775d9e3ee235a
4800,3071,7e413848a2dc8c776c2dc1fc72333045
3000,3072,96d78edfeb77ed4219c2843fd17e62df
13700,3073,a3d41419f7166aa9a2111342d6a02d68
6700,3074,c6e755aee9272ca99ec5da78d928accd
13500,3075,cd323779beeb5bb733a947cfd39b5a74
16600,3076,0481856159ffcb1630abcfb3e57be285
6000,3077,d8eabf7918d04ee2d5e22a2bbb2f5b0e
2800,3078,486f4679f8f72d87ffe1bd23e597fcca
91000,3079,f58a2f8c5bd23baa463afc7c98f5bc0f
7400,3080,b2b15b75e09b5f078a02616cda3b4771
4750,3081,16465eee8649c39acbed2ac61083ec44
16400,3082,378285e1fa4deff7b0e222df1959c166
10600,3083,36efb59349487178b8c73d455758167b
1200,3084,605a2cb32b7ca11b151f0850fb39c38e
3400,3085,fe10bf831fcc5767c1fec0305958058d
520,3086,99c1f9eeb8c20bb364fa5e56fec8be3e
8800,3087,adfa38e58c0a9b199220261317e9630e
465,3088,6f27ef687ec791f58517b4ddf0f7b2df
4350,3089,ad26adcc3e2a0917b7bddd78b16f61fa
7100,3090,7837b1b5fb5fbfb4fc32840284869bb1
24100,3091,a5cf325c0bb922d999ee59535bbb3e47
12000,3092,a771205fa40f13667383b870064ab41d
6900,3093,77cb1d4fab5aaae6cab350508a56866d
5400,3094,aa7c845ef276581c7761da5b08dbea2d
6600,3095,dd30d72d0559ad9633ab2c347abd1d79
28500,3096,92c959b936a7ddcc29358aaca9ee7907
2850,3097,5a700159c5731a6cb06fd9214a27457a
850,3098,2a38afb3a067cde49e75bea274b4eb8b
22500,3099,798cba604881fd524554dc0e9bfaa5bb
1600,3100,1054c3d7b1b7831af7604efb64b0af76
4450,3101,aa71af37fa092d86c6f874b967b88ad0
2500,3102,55cc61cae65ae6f30a2fc7f19a3381b5
2950,3103,f03e4da20b1a4819964e12e8a39ecd74
6200,3104,03bef3ad18298bb8230695c7919165c2
67000,3105,0d6298baac6926a972c68f78adde94c2
3650,3106,e382db333a381c8d3dba4f4c347ea556
13700,3107,d7e498af3928e8918a08caf979cc3e42
6700,3108,6d780a100f218b64f47bdaa3fe6b13aa
8500,3109,c2ce55663e24499408c0fe8100885271
9900,3110,7bf309d0f2073b0faa650c554e49b74a
6400,3111,afd061bc4b1e5799ee809747c0decca7
23900,3112,6ecfb2ad7bb1d905e8961a93ac56e3bb
15100,3113,1ceb37b6e19b5a92c063fc0a5e7dead4
6900,3114,0bfedf3dec76844b9ecc261481039e58
4600,3115,9c0aaf7f2c4284c3275ff0bdc0fa8f7a
12600,3116,cad5ad3b2400385f335f98616923bdf0
7800,3117,8dc9a380074577af82edeffab67cec8a
18600,3118,b5db1db77b286544ab31734dec02f950
2050,3119,cb2f4c5ea003915ad25a02e33680379c
3550,3120,3bb4835d0702b62774e91a6f31f3752c
7800,3122,4457883937ce0b9dcc4f57b44bf3242c
2650,3123,82c82a933f9af7a28a6515d86b428bc7
15700,3124,cb9f1e08f4bee106725ed0e5c40082b0
5600,3125,66d78c9bb57cbdc74fcc410ceecefe28
3350,3126,52bf3438cf9a885fb92b30820854ed57
4500,3127,95fbe530f25bce03f2c2895809693a11
3450,3128,35209103bd3b8e34ecbe673755f7f24d
158000,3129,244f8496927f80eed1fe222d8df9169b
2700,3130,7e896aab0e6b61b19ff9ee224ee5491f
11100,3131,5c013b68c01c8f3b55ca7a9d4a947e39
11100,3132,444808ed7ebc1ddbace9f641375bb2f7
9700,3133,1fdc9494b3be34ce7a63b0dfad2fc175
7900,3134,b87344570d6f69571f910496bfeb3680
15100,3135,7d4b0618edaebbf7ec711c7bf42475a6
12800,3136,aab1fd8e87e6476505bc7518b6fcbec7
17300,3137,41134fa8cceaf5443e7815b568cb3c8a
15200,3138,b702aa1e15b3e7cfa29f92ef61016a9c
15200,3139,8f649dfbc83b599320ac39276207501d
19900,3140,cd8f7410b9d7b586893169bbfb491119
7900,3141,ce0b858f68c01dc8380fff39d887d3ee
76000,3142,9b16502d01e22185f3fb49e7b4b6b5b0
5800,3143,14a0f9a1e4cd1a2483defe9240d196f1
24400,3144,3ea2af77de9c525f003982ae9d8295a6
2750,3145,dc87f832e3ee27f0a64fca1b8b7bef18
1100,3146,bd2ae69095390abd241984c1ddf30134
13400,3147,3fcdde746867ddb0de208f1aa0c6126b
3150,3148,465de12106c0b4cc2bb0764f952aef37
8900,3149,e6f2d02c48b5dade9993f8b63c3be6d2
3900,3150,d3eeb72c27f38f75dce7138204bc07ce
4350,3151,ac47a27be01ea7a10685a5a0491e393c
23700,3152,65ea4bf05e35718887cbcd16d00446af
9400,3153,80adc8ef4c480b80c9bd6e7b357a3276
7200,3154,43a35d8397dc91e3f53051e6bb5ecdde
2850,3155,c746a178aaba36aa3145932adf0a368d
4700,3156,741c26157b0f9c9a19f74222cb566588
5300,3157,d21adb6decccdd419289e4df2517ccc4
5400,3158,75aef80e862184b9cf37d6be8e8ae5e8
15800,3159,5184e6a1b730aa25880f399dbaf08d5f
15800,3160,22799b4e55273cc6bd102c29ccdd7894
1600,3161,dd221f24b91a03603d59b44f6dd5f0a2
5400,3162,21ef0c707af2f41e2d127dc490a26b3d
2450,3163,861ee070296ad0b9309a1433c6eb22b5
26000,3164,d04fee5cf93fd8540d3b7d30d85ac7be
29500,3165,257fc186fbe22f559672beff549b73cf
3950,3166,d52d3d30dc535ab23fb84c0a109066ad
4550,3167,6badd85e563678ee733290cb662f5541
5900,3168,42fd97cabffe58167b08a473491ed061
22100,3169,6c1d29ebd9c3889359b6728f168d3075
164000,3170,602018a368c9cdaf29d181345345761e
16600,3171,190114f219a21039d4d082bc82cbd9c6
155000,3172,8157d34f830b70a49bcb6ac65291122b
14000,3173,e4ab8cd5b3bcbcd30f8fcd394b60e7a9
8400,3174,b68860cad62c2ce7777bf7b0ff01becd
18900,3175,9a34efd624cdda63fe17c108851aa2a7
790,3176,862f949cc61115f0bd33f95bc72968ca
2500,3177,9ef68f9bed34463dfdf51393faf169b8
1050,3178,c43dde933550c41ec63e722925f18bf6
1700,3179,637cae7f6f27ddbdbb71ff11827da42a
17100,3180,5157ee6036ec7ff61a082c04ec0f1129
2050,3181,945e697a6120a36c97f8f3d8272fb02a
1050,3182,dd33aabbee2277d42e53793171ce1794
17700,3183,557432d2889e9ba21432f040be65d34c
5200,3184,f9e8a3c84a811cfd1c36dd8955de7ce6
12900,3185,67d854cdb36c17e2e8fbd98148decd4e
4100,3186,dfdbd40fadc9816f6d4458e5c7562a7f
31000,3187,c25937090992ec0efac451cdf05690aa
22700,3188,a2d5099a024de012d478eebd6a0c0768
21900,3189,763db20b079dc9c43718d08607d9f10e
14100,3190,5bcc72532832ea083c81e0bbe977bef3
6300,3191,c8945d3dd5f6b94717a6974912e36baf
54000,3192,90cd03f05ac0e1b2388da1419d3106b5
11000,3193,00c48cc518ed3467037440acc8dc4914
22400,3194,d60a6235411780f6ee29436e8a421622
15500,3195,3e43675437badd9eb90cb3073074a9d2
32500,3196,f4ae0090f963fc2a9a8c9cb2e9938daa
2550,3197,97a5d27e2d2a57452976fcc634d0f37e
2550,3198,5be55c50887b18d7d7fe198010d0a2ed
1400,3199,26b4dae1771ee551d8ac1263aa06f552
1000,3200,1e12245d875976ae35b937d7173f4da5
13200,3201,67a128889f9c436e1a9e16bd3cd0e0f7
2400,3202,3be31c18e99f5b8fe9bf1bde517b2687
24200,3203,a308ede678decc3cd86ee468352356f6
2950,3204,a403141a24177775748752f616a8b31e
13000,3205,782bea3bf08e9d9ab702019dc0501196
460,3206,69b5526b02953b3a3c8f0896010b124a
6500,3207,45c8d4114f0c4c9f3b6f11a7b2b7031a
20600,3208,8aa658c6e19e84848454cd38183626d2
250,3209,df0e28666d337812e0ec36d55afb6b86
360,3210,c444313cb69b9cdd360352e285730907
13300,3211,91037975618594392aa9d56da0fb92f2
18900,3212,1ea783514a9f7fb258d2d0d102f2ef39
12900,3213,6982adb7d894148856f437204b5a3e24
2500,3214,a4016f852f2df5ea012ff8d23ffef0a6
3150,3215,803a23271793562ea0049673b254868a
12600,3216,b1bf6da7759000cf56dc3266f7afa144
2550,3217,0572117d7a0dd12f075c926346ff47ec
660,3218,7e63cf3377cd50ca710c9355014e6df1
1900,3219,c296cf19fe4bec16dd5918d17319a401
5400,3220,65d6b841fd64599a1618eec4b561ab10
770,3221,a28cc158170a07b46abbeea171f27d52
1300,3222,d7b5d3d66e55d2b64308158e0bf8686b
6400,3223,916db2a66fa771ffe192cbffaf932ad4
100,3224,2c3c7a2c5792a85c1462bfc599d4049a
1050,3225,41f537014f61b670c8af694ebb2f49b8
900,3226,1a4ed7689731cc297b85859e37eedea7
6200,3227,5a4205952385775f93911c6da855c4cb
6100,3228,08a0681abdad55a717f8b335d418e73e
255,3229,81abc082363f0e998b8678f7799b98b8
750,3230,82621f512cb646da1e390900b780ec55
260,3231,b2378cb5f3537e2ca18941508b54b669
495,3232,91b6c9002b51a5d915cf55489cd2bbc8
3500,3233,8752733d5ff12e520ea29c84750b08be
